"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
3924,Biochemical identification of bacterium: Extended,,
3925,Serological identification of bacterium: Abridged,,
3926,Serological identification of bacterium: Extended,,
3927,Grouping for streptococci,,
3928,Antimicrobic substances,,
3929,Radiometric mycobacterium identification,,
3930,Radiometric mycobacterium antibiotic sensitivity,,
3931,Helicobacter: Monoclonal immunological,,
4650,Antibiotic MIC per organism per antibiotic,,
4651,Non-radiometric automated blood cultures,,
4652,Rapid automated bacterial identification per organism,,
4653,Rapid automated antibiotic susceptibility per organism,,
4654,Rapid automated MIC per organism per antibiotic,,
4655,Mycobacteria: MIC determination - E Test,,
4656,Mycobacteria: Identification HPLC,,
4657,"Mycobacteria: Liquefied, consentrated, fluorochrome stain",,
3898,Bacterial extooxin production (in vitro assay),R0.00,
3900,Cytomegalovirus (CMV) pp65 antigen detection assay,R0.00,
3917,Mycoplasma culture: Limited,R0.00,
21.4,Serology,,
3958,Anti Gad/Ia2 Ab,,
3959,Rose Waaler agglutination test,,
3960,"Gonococcal, listeria or echinococcus agglutination",,
3961,Slide agglutination test,,
3963,Serum complement level: Each component,,
3965,Anti Ia2 Antibodies,,
3966,Anti Gad Antibodies,,
3967,Auto-antibody: Sensitized erythrocytes,,
3968,Herpes virus typing: Monoclonal immunological,,
3969,Western blot technique,,
3932,Antibodies to human immunodeficiency virus (HIV): ELISA,,
3933,IgE: Total: EMIT or ELISA,,
3934,Auto antibodies by labelled antibodies,,
3935,Sperm antibodies,,
3936,Virus neutralisation test: First antibody,,
3937,Virus neutralisation test: Each additional antibody,,
3938,Precipitation test per antigen,,
3939,Agglutination test per antigen,,
3940,Haemagglutination test: Per antigen,,
3941,Modified Coombs' test for brucellosis,,
3942,Hepatitis Rapid Viral Ab,,
3943,Antibody titer to bacterial exotoxin,,
3944,IgE: Specific antibody titer: ELISA/EMIT: Per Ag,,
3945,Complement fixation test,,
3946,IgM: Specific antibody titer:ELISA/EMIT: Per Ag,,
3947,C-reactive protein,,
3948,IgG: Specific antibody titer: ELISA/EMIT: Per Ag,,
3949,"Qualitative Kahn, VDRL or other flocculation",,
3950,Neutrophil phagocytosis,,
3951,"Quantitative Kahn, VDRL or other flocculation",,
3952,Neutrophil chemotaxis,,
3953,Tube agglutination test,,
3955,Paul Bunnell: Presumptive,,
3956,Infectious mononucleosis latex slide test (Monospot or equivalent),,
3971,Immuno-diffusion test: Per antigen,,
3972,Respiratory syncytial virus (ELISA technique),,
3973,Immuno electrophoresis: Per immune serum,,
3974,Polymerase chain reaction,,
3975,"Indirect immuno-fluorescence test (bacterial, viral, parasitic)",,
3978,Lymphocyte transformation,,
3980,Bilharzia Ag Serum/Urine,,
3982,Histone Ab,,
4600,Anti-CCP,,
4601,Panel typing: Antibody detection: Class I,,
4602,Panel typing: Antibody detection: Class II,,
4603,HLA test for specific locus/antigen - serology,,
4604,HLA typing: Class I - serology,,
4605,HLA typing: Class II - serology,,
4606,HLA typing: Class I & II - serology,,
4607,Cross matching T-cells (per tray),,
4608,Cross matching B-cells,,
4609,Cross matching T- & B-cells,,
4610,Helicobacter: Pylori antigen test,,
4611,Erythropoietin,,
4612,HTLV I/II,,
4613,Anti-Gm1 Antibody Assay,,
4614,HIV Ab - Rapid Test,,
3957,Paul Bunnell: Absorption,R0.00,
3962,Rebuck skin window,R0.00,
3977,Counter immuno-electrophoresis,R0.00,
3984,Quantiferon TB assay,R0.00,
3986,Anti R7-V,R0.00,
21.5,Skin tests,,
,"For skin-prick allergy tests, please refer to items 0218, 0220 and 0221 in Section 2: Integumentary Section",,
21.6,Biochemical tests: Blood,,
3991,Abnormal pigments: Qualitative,,
3993,Abnormal pigments: Quantitative,,
3995,Acid phosphate,,
3998,Amino acids Quantitative (Post derivatisation HPLC),,
3999,Albumin,,
4000,Alcohol,,
4001,Alkaline phosphatase,,
4002,Alkaline phosphatase-iso-enzymes,,
4003,Ammonia: Enzymatic,,
4004,Ammonia: Monitor,,
4005,Alpha-1-antitrypsin: Total,,
4006,Amylase,,
4007,"Arsenic in blood, hair or nails",,
4008,Bilirubin - Reflectance,,
4009,Bilirubin: Total,,
4010,Bilirubin: Conjugated,,
4011,Breath Hydrogen Test,,
4012,CSF Nicotinic Acid,,
4013,CSF Glutamine,,
4014,Cadmium: Atomic absorption,,
4016,Calcium: Ionized,,
4017,Calcium: Spectrophotometric,,
4018,Calcium: Atomic absorption,,
4019,Carotene,,
4020,Carnitine (Total or free) in biological fluid: Each,,
4021,Carnitine (Total or free) in muscle: Each,,
4022,Acyl Carnitine,,
4023,Chloride,,
4025,Chol/HDL/LDL/Trig,,
4026,LDL cholesterol (chemical determination),,
4027,Cholesterol total,,
4028,HDL cholesterol,,
4029,Cholinesterase: Serum or erythrocyte: Each,,
4030,Cholinesterase phenotype (Dibucaine or fluoride each),,
4031,Total CO2,,
4032,Creatinine,,
4033,CSF-Immunoglobulin G,,
4034,C1-Esterase Inhibitor,,
4035,CSF-Albumin,,
4036,CSF-IgG Index,,
4038,Glutamic acid,,
4040,Homocysteine (random),,
4041,Homocysteine (after Methionine load),,
4042,D-Xylose absorption test: Two hours,,
4045,Fibrinogen: Quantitative,,
4049,Glucose tolerance test (2 specimens),,
4050,Glucose strip-test with photometric reading,,
4051,Galactose,,
4052,Glucose tolerance test (3 specimens),,
4053,Glucose tolerance test (4 specimens),,
4057,Glucose: Quantitative,,
4061,Glucose tolerance test (5 specimens),,
4062,Galactose-1-phosphate uridyl transferase,,
4063,Fructosamine,,
4064,HbA1C,,
4066,"Immunofixation: Total protein, IgG, IgA, IgM, Kappa, Lambda",,
4067,Lithium: Flame ionisation,,
4068,Lithium: Atomic absorption,,
4071,Iron,,
4073,Iron-binding capacity,,
4076,Blood gases: Astrup/pO2 and ancillary tests - can only be charged to a maximum of 6 times per patient per day,,
4078,"Oximetry analysis: MetHb, COHb, O2Hb, RHb, SulfHb",,
4079,Ketones in plasma: Qualitative,,
4081,Drug level-biological fluid: Quantitative,,
4082,Tacrolimus assay,,
4083,Lysosomal enzyme assay,,
4084,Thymidine kinase,,
4085,Lipase,,
4086,Lactate,,
4091,Lipoprotein electrophoresis,,
4092,Orosmucoid,,
4093,Osmolality: Serum or urine,,
4094,Magnesium: Spectrophotometric,,
4095,Magnesium: Atomic absorption,,
4096,Mercury: Atomic absorption,,
4098,Copper: Atomic absorption,,
4105,Protein electrophoresis,,
4106,"IgG sub-class 1, 2, 3 or 4: Per sub-class",,
4109,Phosphate,,
4113,Potassium,,
4114,Sodium,,
4117,Protein: Total,,
4121,"pH, pCO2 or pO2: Each",,
4123,Pyruvic acid,,
4125,Salicylates,,
4127,Caeruloplasmin,,
4128,Phenylalanine: Quantitative,,
4130,Aspartate aminotransferase (AST),,
4131,Alanine aminotransferase (ALT),,
4132,Creatine kinase (CK),,
4133,Lactate dehidrogenase (LD),,
4134,Gamma glutamyl transferase (GGT),,
4135,Aldolase,,
4136,Angiotensin converting enzyme (ACE),,
4137,Lactate dehydrogenase isoenzyme,,
4138,CK-MB: Immunoinhibition/precipitation,,
4139,Adenosine deaminase,,
4143,Serum/plasma enzymes,,
4144,Transferrin,,
4146,Lead: Atomic absorption,,
4147,Triglyceride,,
4148,Tay - Sachs Study,,
4149,Red cell magnesium,,
4150,Urea (post-dialysis),,
4151,Urea,,
4152,CK-MB: Mass determination: Quantitative (Automated),,
4153,CK-MB: Mass determination: Quantitative (Not automated),,
4154,Myoglobin quantitative: Monoclonal immunological,,
4155,Uric acid,,
4156,Vitamin D3,,
4157,Vitamin A-saturation test,,
4158,Vitamin E (tocopherol),,
4159,Vitamin A,,
4161,Troponin isoforms: Each,,
4163,Apoprotein AI: Turbidometric method,,
4165,Apoprotein AII: Turbidometric method,,
4167,Apoprotein B: Turbidometric method,,
4169,"i-plaq Test for Lp-PLA2 (Lp-PLA2, lipoprotein- associated phospholipase A2)",,
4170,Lipoprotein (a)(Lp(a)) assay,,
4171,Sodium + potassium + chloride + CO2 + urea,,
4172,ELISA/EMIT technique,,
4173,Sirolimus Assay,,
4181,Quantitative protein estimation: Mancini method,,
4182,Quantitative protein estimation: Nephelometer or Turbidometeric method,,
4183,Quantitative protein estimation: Labelled antibody,,
4184,C-reactive protein (Ultra sensitive),,
4185,Lactose,,
4186,Vitamin B6,,
4187,Zinc: Atomic absorption,,
3996,Serum Amyloid A,R0.00,
3997,Acid phosphatase fractionation,R0.00,
4047,Hollander test,R0.00,
4080,Everolimus assay,R0.00,
4111,Phospholipids,R0.00,
4126,Secretin-pancreozymin response,R0.00,
4129,Glutamate dehydrogenase (GDH),R0.00,
4142,Red cell enzymes: Each,R0.00,
4160,Vitamin C (ascorbic acid),R0.00,
21.7,Biochemical tests: Urine,,
4188,"Urine dipstick, per stick (irrespective of the number of tests on stick)",,
4189,Abnormal pigments,,
4193,Alkapton test: Homogentisic acid,,
4194,Amino acids: Quantitative (Post derivatisation HPLC),,
4195,Amino laevulinic acid,,
4197,Amylase,,
4198,Arsenic,,
4199,Ascorbic acid,,
4201,Bence-Jones protein,,
4204,Calcium: Atomic absorption,,
4205,Calcium: Spectrophotometric,,
4209,Lead: Atomic absorption,,
4210,Urine collagen telopeptides,,
4211,Bile pigments: Qualitative,,
4213,Protein: Quantitative,,
4216,Mucopolysaccharides: Qualitative,,
4217,Oxalate,,
4218,Glucose: Quantitative,,
4219,Steroids: Chromatography (each),,
4221,Creatinine,,
4223,Creatinine clearance,,
4227,Electrophoresis: Qualitative,,
4228,Fetal Lung Maturity,,
4230,Urine/Fluid - Specific Gravity,,
4231,Metabolites HPLC (High Pressure Liquid Chromatography),,
4232,Metabolites (Gaschromatography/Mass spectrophotometry),,
4233,Pharmacological/Drugs of abuse: Metabolites HPLC (High Pressure Liquid Chromatography),,
4234,Pharmacological/Drugs of abuse: Metabolites (Gaschromatography/Mass spectrophotometry),,
4237,5-Hydroxy-indole-acetic acid: Screen test,,
4238,5HIAA (Hplc),,
4247,Ketones: Excluding dip-stick method,,
4248,Reducing substances,,
4251,Metanephrines: Column chromatography,,
4252,Metanephrine (Hplc),,
4253,Aromatic amines (gas chromatography/mass spectrophotometry),,
4254,Nitrosonaphtol test for tyrosine,,
4255,Orotic Acid - Urine,,
4256,Very long Chain Fatty Acids,,
4261,Micro Albumin: Quantitative,,
4262,Micro Albumin: Qualitative,,
4263,pH: Excluding dip-stick method,,
4265,Thin layer chromatography: One way,,
4266,Thin layer chromatography: Two way,,
4268,Organic acids: Quantitative: GCMS,,
4269,Phenylpyruvic acid: Ferric chloride,,
4270,Chromium Total Urine,,
4271,Phosphate excretion index,,
4272,Porphobilinogen qualitative screen: Urine,,
4273,Porphobilinogen/ALA: Quantitative each,,
4283,Magnesium: Spectrophotometric,,
4284,Magnesium: Atomic absorption,,
4285,Identification of carbohydrate,,
4287,Identification of drug: Qualitative,,
4288,Identification of drug: Quantitative,,
4293,Urea clearance,,
4297,Copper: Spectrophotometric,,
4298,Copper: Atomic absorption,,
4301,Chloride,,
4309,Urobilinogen: Quantitative,,
4313,Phosphates,,
4315,Potassium,,
4316,Sodium,,
4319,Urea,,
4321,Uric acid,,
4323,Total protein and protein electrophoresis,,
4325,VMA: Quantitative,,
4326,Catecholamines (HPLC),,
4327,"Immunofixation: Total protein, IgG, IgA, IgM, Kappa, Lambda",,
4328,Immunoglobulin D,,
4335,Cystine: Quantitative,,
4336,Dinitrophenol hydrazine test: Ketoacids,,
4203,Phenol,R0.00,
4206,Calcium: Absorption and excretion studies,R0.00,
4229,Uric acid clearance,R0.00,
4235,Inborn errors of metabolism (IEM) screening test by Tandem Mass Spectrometry for the detection of aminoacidopathies and cacylcamtine metabolic defects,R0.00,
4239,5-Hydroxy-indole-acetic acid: Quantitative,R0.00,
4267,Ttoal organic matter screen: Infrared,R0.00,
4300,Indican or indole: Qualitative,R0.00,
4307,Ammonium chloride loading test,R0.00,
4322,Fluoride,R0.00,
4337,Hydroxyproline: Quantitative,R0.00,
4220,Klinolab Newborn Screen,R0.00,
21.8,Biochemical tests: Faeces,,
4339,Chloride,,
4343,Fat: Qualitative,,
4345,Fat: Quantitative,,
4347,Ph,,
4351,Occult blood: Chemical test,,
4352,Occult blood: Monoclonal antibodies,,
4357,Potassium,,
4358,Sodium,,
4359,Secretory IgA,,
4362,Elastase quantitative ELISA,,
4363,Stercobilinogen: Quantitative,,
4350,M2 Pyruvate Kinase quantitative ELISA,R0.00,
4361,Stercobilin,R0.00,
4364,Chymotrypsin determination: Enzymatic,R0.00,
21.9,Biochemical tests: Miscellaneous,,
4366,"Porphyrin screen qualitative: Urine, stool, red blood cells: Each",,
4367,"Porphyrin qualitative analysis by TLC: Urine, stool, red blood cells: Each",,
4368,"Porphyrin: Total quantisation: Urine, stool, red blood cells: Each",,
4369,"Porphyrin quantitative analysis by TLC/HPLC: Urine, stool, red blood cells: Each",,
4370,Drug level in biological fluid: Monoclonal immunological,,
4371,Amylase in exudate,,
4372,Fluoride in biological fluids and water,,
4374,Trace metals in biological fluid: Atomic absorption,,
4375,Calcium in fluid: Spectrophotometric,,
4376,Calcium in fluid: Atomic absorption,,
4377,"Gallstone analysis: (Bilirubin, Ca, P, Oxalate, Cholesterol)",,
4378,Urea breath test,,
4380,Lecithin in amniotic fluid: L/S ratio,,
4381,Lamellar body count in amniotic fluid,,
4390,Foam test: Amniotic fluid,,
4391,Renal calculus: Chemistry,,
4392,Renal calculus: Crystallography,,
4395,Sweat: Sodium,,
4396,Sweat: Potassium,,
4397,Sweat: Chloride,,
4399,Sweat collection by iontophoresis (excluding collection material),,
4400,Tryptophane loading test,,
4373,Breast milk analysis,R0.00,
4382,Bilirubin in amnitoic fluid: Spectrophtoometric essay,R0.00,
4386,Oestrogen/Progesterone receptors: Fluorescent method,R0.00,
4387,Oestrogen/Progesterone receptors: Cytosol radio-istoope technique,R0.00,
4388,Gastric contents: Maximal stimulation test,R0.00,
4389,Gastric fluid: Ttoal acid per specimen,R0.00,
