"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
0240,Biopsy of superficial soft tissue: Leg or ankle area,R472.30,T
0241,Treatment of benign skin lesion by chemo-cryotherapy: First Lesion,R472.30,T
0242,Treatment of benign skin lesion by chemo-cryotherapy: Subsequent lesions (each),R472.30,T
0243,Treatment of benign skin lesion by chemo-cryotherapy: Maximum for multiple additional lesions,R472.30,T
0244,Repair of nail bed,R472.30,T
0245,Removal of benign lesion by curretting under local or general anaesthesia followed by diathermy and curretting or electrocautery: First lesion,R472.30,T
0246,Removal of benign lesion by curretting under local or general anaesthesia followed by diathermy and curretting or electrocautery: Subsequent lesions (each),R472.30,T
0247,Biopsy of superficial soft tissue: Pelvis and hip area,R472.30,T
0248,Biopsy of superficial soft tissue: Thigh or knee area,R472.30,T
0251,Removal of malignant lesions by curretting under local or general anaesthesia followed by electrocautery: First lesion,R472.30,T
0252,Removal of malignant lesions by curretting under local or general anaesthesia followed by electrocautery: Subsequent lesions (each),R472.30,T
0255,"Drainage of subcutaneous abscess onychia, paronychia, pulp space or avulsion of nail",R472.30,T
0257,"Drainage of major hand or foot infection: Drainage of major abscess with necrosis of tissue, involving deep fascia or requiring debridement; complete excision of pilonidal cyst or sinus",R472.30,T
0259,Removal of foreign body superficial to deep fascia (except hands),R472.30,T
0261,Removal of foreign body deep to deep fascia (except hands),R472.30,T
0262,Excision tumour of subcutaneous soft tissue: Neck or anterior thorax; less than 3 cm,R787.90,T
0263,Excision tumour of subcutaneous soft tissue: Shoulder area; less than 3 cm,R472.30,T
0264,Excision tumour of subcutaneous soft tissue: Upper arm or elbow area; less than 3 cm,R472.30,T
0265,Excision tumour of subcutaneous soft tissue: Forearm and/or wrist area; less than 3 cm,R472.30,T
0266,"Excision tumour or vascular malformation of subcutaneous soft tissue: Hand or finger; less than 1,5 cm",R472.30,T
0267,Excision tumour of subcutaneous soft tissue: Pelvis and hip area; less than 3 cm,R472.30,T
0268,Excision tumour of subcutaneous soft tissue: Thigh or knee area; less than 3 cm,R472.30,T
0269,Excision tumour of subcutaneous soft tissue: Leg or ankle area; less than 3 cm,R472.30,T
0270,"Excision tumour of subcutaneous soft tissue: Foot or toe; less than 1,5 cm",R472.30,T
0271,Kurtin planing for acne scarring: Whole face,R630.70,T
0273,Kurtin planing for acne scarring: Extensive,R630.70,T
0275,Kurtin planing for acne scarring: Limited,R630.70,T
0277,Kurtin planing for acne scarring: Subsequent planing of whole face within 12 months,R630.70,T
0278,"Mohs micrographic surgery: Includes removal of all gross tumour, surgical excision of tissue specimens, mapping, colour coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (e.g. haematoxylin and eosin, toluidine blue): Each additional block after the first 5 tissue blocks, any stage",R787.90,T
0279,Surgical treatment for axillary hyperhidrosis,R630.70,T
0280,Laser treatment for small skin lesions: First lesion,R472.30,T
0281,Laser treatment for small skin lesions: Subsequent lesions (each),R472.30,T
0282,Laser treatment for small skin lesions: Maximum for multiple additional lesions,R472.30,T
0283,Laser treatment for large skin lesions: Limited area,R630.70,T
0284,Laser treatment for large skin lesions: Extensive area,R630.70,T
0285,Laser treatment for large skin lesions: Whole face or other areas of equivalent size or larger,R630.70,T
0286,Photo-dynamic therapy for malignant skin lesions: Equipment fee for PDT lamp,, 
0287,Scanning of pigmented skin lesions: Equipment fee for Molemax or similar device,, 
0258,"Incision/removal of foreign body: Subcutaneous tissue, simple",R472.30,T
0260,"Incision/removal of foreign body: Subcutaneous tissue, complicated",R472.30,T
2.3,Major plastic repair,,
0289,"Large skin grafts, composite skin grafts, large full thickness free skin grafts",R630.70,T
0290,Reconstructive procedures (including all stages) and skin graft by myo-cutaneous or fascio-cutaneous flap,R630.70,T
0291,Reconstructive procedures (including all stages) grafting by micro-vascular re-anastomosis,R630.70,T
0292,Distant flaps: First stage,R630.70,T
0293,Contour grafts (excluding cost of material),R630.70,T
0294,Vascularised bone graft with or without soft tissue with one or more sets of micro-vascular anastomoses,R945.40,T
0295,"Local skin flaps (large, complicated)",R630.70,T
0296,Other procedures of major technical nature,R630.70,T
0297,Subsequent major procedures for repair of same lesion,R630.70,T
0298,Lower abdominal dermo-lipectomy,R787.90,T
0299,Major abdominal lipectomy with repositioning of umbilicus,R787.90,T
0288,"Harvesting of graft: Fascia lata graft, complex or sheet",R630.70,T
2.4,"Lacerations, scars, tumours, cysts and other skin lesions",,
0300,Stitching of soft-tissue injuries: Stitching of wound (with or without local anaesthesia): Including normal after-care),R472.30,T
0301,Stitching of soft-tissue injuries: Additional wounds stitched at same session (each),R472.30,T
0302,Stitching of soft-tissue injuries: Deep laceration involving limited muscle damage,R630.70,T
0303,Stitching of soft-tissue injuries: Deep laceration involving extensive muscle damage,R630.70,T
0304,"Major debridement of wound, sloughectomy or secondary suture",R472.30,T
0305,Needle biopsy - soft tissue,R472.30,T
0307,Excision and repair by direct suture; excision nail fold or other minor procedures of similar magnitude,R472.30,T
0308,Each additional small procedure done at the same time,R472.30,T
0310,Radical excision of nailbed,R472.30,T
0311,Excision of large benign tumour (more than 5 cm),R472.30,T
0313,Extensive resection for malignant soft tissue tumour including muscle,R630.70,T
0314,Requiring repair by large skin graft or large local flap or other procedures of similar magnitude,R630.70,T
0315,Requiring repair by small skin graft or small local flap or other procedures of similar magnitude,R472.30,T
4830,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; <= 20 square cm,R472.30,T
4831,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; ADD for every additional 20 square cm or part thereof,R472.30,T
4832,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; <= 20 square cm",R787.90,T
4833,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; ADD for every additional 20 square cm or part thereof",R787.90,T
4834,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; <= 20 square cm",R945.40,TM
4835,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; ADD for every additional 20 square cm or part thereof",R945.40,TM
4880,Biopsy soft tissue: Neck or thorax,R787.90,T
4881,Biopsy of soft tissue: Deep: Back or flank,R787.90,T
4882,Biopsy of soft tissue: Deep: Shoulder area,R787.90,T
4883,Biopsy of soft tissue: Deep (subfascial or intramuscular): Upper arm or elbow area,R472.30,T
4884,Biopsy of soft tissue: Deep (subfascial or intramuscular): Forearm and/or wrist,R472.30,T
4885,Biopsy of soft tissue: Deep (subfascial or intramuscular): Thigh or knee area,R630.70,T
4886,Biopsy of soft tissue: Deep (subfascial or intramuscular): Leg or ankle area,R472.30,T
4887,Biopsy of soft tissue: Deep (subfascial or intramuscular): Pelvis and hip area,R630.70,T
0306,"Excision subcutaneous mass <2cm: Head and neck, eg., lipoma, cyst",R472.30,T
0309,"Excision subcutaneous mass >2cm: Head and neck, eg., lipoma, cyst",R630.70,T
0312,"Excision subcutaneous mass>2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst",R630.70,T
0318,"Excision subcutaneous mass <2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst",R630.70,T
4840,"Excision malignant lesion, including margins: Trunk/arms/legs <=0.5 cm",R472.30,T
4841,"Excision malignant lesion, including margins: Trunk/arms/legs 0.6-1.0 cm",R472.30,T
4842,"Excision malignant lesion, including margins: Trunk/arms/legs 1.1-2.0 cm",R944.90,T
4843,"Excision malignant lesion, including margins: Trunk/arms/legs 2.1-3.0 cm","R1,417.40",T
4844,"Excision malignant lesion, including margins: Trunk/arms/legs 3.1-4.0 cm","R1,889.80",T
4845,"Excision malignant lesion, including margins: Trunk/arms/legs >4.0 cm","R2,362.40",T
4848,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane <=0.5 cm",R472.30,T
4849,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 0.6-1.0 cm",R472.30,T
4850,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 1.1-2.0 cm",R944.90,T
4851,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 2.1-3.0 cm","R1,417.40",T
4852,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 3.1-4.0 cm","R1,889.80",T
4853,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane > 4.0 cm","R2,362.40",T
4856,"Split thickness autograft of the trunk, arms and/or legs <=100 cm (1% of body area for infants and children)",R630.70,T
4857,"Split thickness autograft of the trunk, arms and/or legs; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",R472.30,T
4858,"Split thickness autograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits <=100 cm (1% of body area for infants and children)",R630.70,T
4859,"Split thickness autograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",R630.70,T
4862,"Full thickness graft of the trunk, free graft including direct closure of donor site: <=20cm",R630.70,T
4863,"Full thickness graft of the trunk, free graft including direct closure of donor site, each additional 20cm (modifier 0005 not applicable)",R472.30,T
4864,"Full thickness graft of the scalp, arms and/or legs, free graft including direct closure of donor site: <=20cm",R630.70,T
4865,"Full thickness graft of the scalp, arms and/or legs, free graft including direct closure of donor site; each additional 20cm (modifier 0005 not applicable)",R472.30,T
4866,"Full thickness graft of the face, neck, axilla, genitalia, hands and/or feet, free graft including direct closure of donor site: <=20cm",R630.70,T
4867,"Full thickness graft of the face, neck, axilla, genitalia, hands and/or feet, free graft including direct closure of donor site; each additional 20cm (modifier 0005 not applicable)",R472.30,T
4868,"Full thickness graft of the nose, ears, eyelids and/or lips, free graft including direct closure of donor site: <=20cm",R630.70,T
4869,"Full thickness graft of the nose, ears, eyelids and/or lips, free graft including direct closure of donor site; each additional 20cm (modifier 0005 not applicable)",R472.30,T
4940,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) <= 0.5 cm",R472.30,T
4941,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) 0.6-1.0 cm",R472.30,T
4942,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) 1.1-2.0 cm",R472.30,T
4943,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) 2.1-3.0 cm",R472.30,T
4944,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) 3.1-4.0 cm",R472.30,T
4945,"Excision, benign lesion, including margins: Trunk/arms/legs (except skin tags) > 4.0 cm",R472.30,T
4950,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia",R472.30,T
4951,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia 0.6-1.0 cm",R472.30,T
4952,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia 1.1-2.0 cm",R472.30,T
4953,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia 2.1-3.0 cm",R472.30,T
4954,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia 3.1-4.0 cm",R472.30,T
4955,"Excision benign lesion, including margins: Scalp/neck/hands/feet/genitalia > 4.0 cm",R472.30,T
4960,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane",R472.30,T
4961,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 0.6-1.0 cm",R472.30,T
4962,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 1.1-2.0 cm",R472.30,T
4963,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 2.1-3.0 cm",R472.30,T
4964,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane 3.1-4.0 cm",R472.30,T
4965,"Excision benign lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane > 4.0 cm",R472.30,T
4970,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia",R472.30,T
4971,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia 0.6-1.0 cm",R472.30,T
4972,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia 1.1-2.0 cm",R472.30,T
4973,"Excision, malignant lesio, including margins: Scalp/neck/hands/feet/genitalia 2.1-3.0 cm",R472.30,T
4974,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia 3.1-4.0 cm",R472.30,T
4975,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia > 4.0 cm",R472.30,T
4872,"Acellular dermal allograft of the trunk, arms and/or legs <=100 cm (1% of body area for infants and children)",,Refer Rule C
4873,"Acellular dermal allograft of the trunk, arms and/or legs; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",,Refer Rule C
4874,"Acellular dermal allograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits <=100 cm (1% of body area for infants and children)",,Refer Rule C
4875,"Acellular dermal allograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",,Refer Rule C
2.5,Breasts,,
0316,Fine needle aspiration for soft tissue (all areas),, 
0317,Aspiration of cyst or tumour,R472.30,T
0319,"Mastotomy with exploration, drainage of abscess or removal of mammary implant",R472.30,T
0321,"Biopsy or excision of cyst, benign tumour, aberrant breast tissue, duct papilloma",R472.30,T
0323,Subareolar cone excision of ducts of wedge excision of breast,R472.30,T
0324,Wedge excision of breast and axillary dissection,R787.90,T
0325,Total mastectomy,R787.90,T
0327,Total mastectomy with axillary gland biopsy,R787.90,T
0329,Total mastectomy with axillary gland dissection,R787.90,T
0330,Nipple and areola reconstruction,R630.70,T
0331,Subcutaneous mastectomy for disease of breast; including reconstruction but excluding cost of prosthesis: Unilateral,R630.70,T
0333,Subcutaneous mastectomy for disease of breast; including reconstruction but excluding cost of prosthesis: Bilateral,R630.70,T
0334,Removal of breast implant by means of capsulectomy: Per breast,R630.70,T
0335,Implantation of internal subpectoral mammary prosthesis in post mastectomy patients,R630.70,T
0337,Reduction: Mammoplasty for pathological hypertrophy: Unilateral,R787.90,T
0339,Reduction: Mammoplasty for pathological hypertrophy: Bilateral,R787.90,T
0341,Gynaecomastia: Unilateral,R472.30,T
0343,Gynaecomastia: Bilateral,R472.30,T
0338,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), single pedicle (suture of donor site included)",R788.10,T
0340,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, with microvascular anastomosis (supercharging) (suture of donor site included)",R788.10,T
0342,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), double pedicle (suture of donor site included)",R788.10,T
0336,"Breast reconstruction: Lattisimus dorsi flap, without prosthetic implant",,Refer Rule C
0344,Breast reconstruction: Revision,,Refer Rule C
2.6,Burns,,
0351,Major Burns: Resuscitation (including supervision and intravenous therapy - first 48 hours),R787.90,T
0353,Tangential excision and grafting: Small,R787.90,T
0354,Tangential excision and grafting: Large,R787.90,T
0345,Minor burns,,Refer Rule C
0347,Moderate burns,,Refer Rule C
2.7,Hands (skin),,
0355,Skin flap in acute hand injuries where a flap is taken from a site remote from the injured finger or in cases of advancement flag e.g. Cutler,R630.70,T
0357,Small skin graft in acute hand injury,R472.30,T
0359,Release of extensive skin contracture and/or excision of scar tissue with major skin graft resurfacing,R472.30,T
0361,Z-plasty,R472.30,T
0363,Local flap and skin graft,R472.30,T
0365,Cross finger flap (all stages),R472.30,T
0367,Palmar flap (all stages),R472.30,T
0369,Distant flap: First stage,R472.30,T
0371,Distant flap: Subsequent stage (not subject to general modifier 0007),R472.30,T
0373,Transfer neurovascular island flap,R472.30,T
0374,"Syndactyly: Separation of, including skin graft for one web (with skin flap and graft)",R472.30,T
0375,Dupuytren's contracture: Fasciotomy,R472.30,T
0376,Dupuytren's contracture: Fasciectomy,R472.30,T
2.8,Acupuncture,,
,Please note:  General Rule M not applicable to section 2.8 of this price list,,
0377,Standard acupuncture,,
0378,Laser acupuncture using more than 6 points,,
0379,Electro-acupuncture,,
0380,Scalp acupuncture,,
0381,"Micro-acupuncture (ear, hand)",,
,RULES GOVERNING THE SECTION ACUPUNCTURE,,
CC.,"Acupuncture:   (a)  When two separate acupuncture techniques are used, each treatment shall be regarded as a separate treatment for which fees may be charged for separately.  (b) Not more than two separate techniques may be charged for at each session.  (c) The maximum number of acupuncture treatments per course to be charged for is limited to 20.  If further treatment is required at the end of this period of treatment, it should be negotiated with the patient.  (d) Item 0380 refers to scalp acupuncture as a treatment in its own right and not to the use of acupuncture points on the scalp",,
3,Musculo-skeletal System,,
,MODIFIERS GOVERNING ORTHOPAEDIC OPERATIONS AND ANAESTHETIC FEES FOR ORTHOPAEDIC OPERATIONS,,
0047,A fracture NOT requiring reduction shall be charged on a fee per service basis,,
0048,"Where in the treatment of a fracture or dislocation, an initial closed reduction is followed within one month by further closed reductions under general anaesthesia, the fee for such subsequent reductions will be 27,00 clinical procedure units (not including after-care)",,
0049,"Except where otherwise specified, in cases of compound fractures, 77,00 clinical procedure units (specialists) and 77,00 clinical procedure units (general practitioners) are to be added to the units for the fractures including debridement",,
0050,"In cases of a compound fracture where a debridement is followed by internal fixation (excluding fixation with Kirschner wires, as well as  fractures of hands and feet), the full amount according to either Modifier 0049:  Cases of compound fractures, or Modifier 0051:  Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting, may be added to the fee for the procedure involved, plus half of the amount according to the second modifier (either Modifier 0049: Cases of compound fractures or Modifier 0051: Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting, as applicable) ",,
0051,"Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting: Specialists add 77,00 clinical procedure units. General practitioners add 77,00 clinical procedure units",,
0052,"Except where otherwise specified, fracture (traumatic or surgical, i.e.. osteotomy) requiring open reduction and/or internal fixation, external skeletal fixation/and or bone grafting (excluding fixation with Kirschner wires (refer to modifier 0053), as well as long bone or pelvis fracture/osteotomy (refer to modifier 0051) for specialist and general practitioners for HAND or FOOT fracture/osteotomy: Add the appropriate procedure code",,
0053,"Fracture requiring percutaneous internal fixation [insertion and removal of fixatives (wires) in respect of fingers and toes included]: Specialists and general practitioners add 32,00 clinical procedure units",,
0055,"Dislocation requiring open reduction: Units for the specific joint plus 77,00 clinical procedure units for specialists. General practitioners add 77,00 clinical procedure units",,
0057,"Multiple procedures on feet: In multiple procedures on feet, fees for the first foot are calculated according to Modifier 0005: Multiple procedures/operations under the same anaesthetic. Calculate fees for the second foot in the same way, reduce the total to 75% and add to the total for the first foot",,
0058,Revision operation for total joint replacement and immediate re-substitution (infected or non-infected): Units as for the procedure(s) + 100% of the units as for the total revision procedure (the units for modifier 0058 equals 100% of the procedure(s) performed plus appropriate modifiers),,
3.1,Bones,,
3.1.1,Bones: Fractures (reduction under general anaesthetic - refer to modifier 0047),,
0383,Fracture (reduction under general anaesthetic): Scapula,R472.30,TM
0384,"Fracture: Scapula: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0386,"Fracture: Clavicle: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0387,Fracture (reduction under general anaesthetic): Clavicle,R472.30,TM
0388,Percutaneous pinning of supracondylar fracture: Elbow - stand alone procedure,R472.30,TM
0389,Fracture (reduction under general anaesthetic): Humerus,R472.30,TM
0390,"Fracture: Humerus: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0391,Fracture (reduction under general anaesthetic): Radius and/or Ulna,R472.30,TM
0392,Fracture (reduction under general anaesthetic): Open reduction of both radius and ulna (modifier 0051 not applicable),R472.30,TM
0401,"Fracture: Carpal bone: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0402,Fracture (reduction under general anaesthetic): Carpal bone,R472.30,TM
0403,Fracture (reduction under general anaesthetic): Bennett fracture-dislocation,R472.30,TM
0404,"Fracture: Bennett fracture/dislocation: Open reduction and internal fixation (modifiers 0051, 0052, 0055 not applicable)",R472.30,TM
0405,Fracture (reduction under general anaesthetic): Open treatment of metacarpal: Simple,R472.30,TM
0406,"Fracture: Metacarpal bone: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0409,Fracture (reduction under general anaesthetic): Finger phalanx: Distal: Simple,R472.30,TM
0410,"Fracture: Finger phalanx, distal, simple: Open reduction and internal fixation (modifiers 0051, 0052 not applicable",R472.30,TM
0411,Fracture (reduction under general anaesthetic): Finger phalanx: Distal: Compound,R472.30,TM
0413,Fracture (reduction under general anaesthetic): Proximal or middle: Simple,R472.30,T
0414,"Fracture: Finger phalanx, proximal or middle: Open reduction and internal fixation (modifiers 0051, 0052 not applicable",R472.30,T
0415,Fracture (reduction under general anaesthetic): Proximal or middle: Compound,R472.30,TM
0417,Fracture (reduction under general anaesthetic): Pelvis fracture: Closed,R472.30,T
0419,Fracture (reduction under general anaesthetic): Pelvis: Operative reduction and fixation,R472.30,TM
0420,"Fracture: Acetabulum: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0421,Fracture (reduction under general anaesthetic): Femur: Neck or Shaft,R472.30,TM
0422,"Fracture: Femur neck or shaft: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0425,Fracture (reduction under general anaesthetic): Patella,R472.30,TM
0426,"Fracture: Patella: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0429,Fracture (reduction under general anaesthetic): Tibia with or without fibula,R472.30,TM
0430,"Fracture: Tibia, with or without fibula: Open reduction and internal fixation (modifiers 0051, 0052 not applicable",R472.30,TM
0433,Fracture (reduction under general anaesthetic): Fibula shaft,R472.30,TM
0434,"Fracture: Fibula shaft: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0435,Fracture (reduction under general anaesthetic): Malleolus of ankle,R472.30,TM
0436,"Fracture: Ankle malleolus: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0437,Fracture (reduction under general anaesthetic): Fracture-dislocation of ankle,R472.30,TM
0438,Fracture (reduction under general anaesthetic): Open reduction Talus fracture (modifier 0051 not applicable),R472.30,TM
0439,Fracture (reduction under general anaesthetic): Tarsal bones (excluding talus and calcaneus),R472.30,TM
0440,Fracture (reduction under general anaesthetic): Open reduction Calcaneus fracture (modifier 0051 not applicable),R472.30,TM
0441,Fracture (reduction under general anaesthetic): Metatarsal,R472.30,TM
0442,"Fracture: Metatarsal bones: Open reduction with internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0443,Fracture (reduction under general anaesthetic): Toe phalanx: Distal Simple,R472.30,T
0444,"Fracture: Toe phalanx, distal: Open reduction with internal fixation (modifiers 0051, 0052 not applicable)",R472.30,T
0445,Fracture (reduction under general anaesthetic): Toe phalanx: Compound,R472.30,TM
0446,"Fracture: Tarsal bones (excluding talus and calcaneus): Open reduction with internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0447,Fracture (reduction under general anaesthetic): Other: Simple,R472.30,T
0448,Fracture: Calcaneus (reduction under general anaesthetic),R472.30,TM
0449,Fracture (reduction under general anaesthetic): Other: Compound,R472.30,TM
0451,Fracture (reduction under general anaesthetic): Sternum and/or ribs: Closed,R472.30,T
0452,Fracture (reduction under general anaesthetic): Sternum and/or ribs: Open reduction and fixation of multiple fractured ribs for flail chest,R472.30,TM
0455,Fracture (reduction under general anaesthetic): Spine: With or without paralysis: Cervical,R472.30,TM
0461,Fracture (reduction under general anaesthetic): Compression fracture: Cervical,R472.30,TM
0463,Fracture (reduction under general anaesthetic): Spinous or transverse processes: Cervical,R472.30,TM
0464,Fracture (reduction under general anaesthetic): Spinous or transverse processes: Rest,R472.30,TM
3.1.1.1,Bones: Fractures (reduction under general anaesthetic - refer to modifier 0047): Operations for fractures,,
0465,Fractures involving large joints (includes the item for the relative bone) (this item may not be used as a modifier),R472.30,TM
0466,"Fractures involving digital joints: Includes the metaphysis of the relative bone. Open reduction and internal fixation (modifiers 0051, 0052 not applicable)",R472.30,TM
0473,Percutaneous insertion plus subsequent removal of Kirschner wires or Steinmann pins (no after-care) (modifier 0005 not applicable),R472.30,T
0475,"Bonegrafting or internal fixation for malunion or non-union: Femur, Tibia, Humerus, Radius and Ulna",R472.30,TM
0479,Bonegrafting or internal fixation for malunion or non-union: Other bones,R472.30,TM
0480,"Radical resection of bone tumour/infection: Ilium including acetabulum, both pubic rami, or ischium and acetabulum","R1,575.50",TM
0481,Radical resection of bone tumour: Fibula,R630.70,TM
0482,Radical resection of bone tumour: Femur or knee,R787.90,TM
0483,Radical resection of malignant bone tumour: Scapula,R945.40,TM
0484,Radical resection of bone tumour: Clavicle,R945.40,TM
0485,Radical resection of bone tumour: Metatarsal,R630.70,TM
3.1.2,Bony operations,,
3.1.2.1,Bony operations: Bone grafting,,
0497,Resection of bone or tumour with or without grafting (benign),R472.30,TM
0498,Resection of bone or tumour with or without grafting (malignant) - does not include digits,R472.30,TM
0499,Grafts to cysts: Large bones,R472.30,TM
0501,Grafts to cysts: Small bones,R472.30,TM
0503,Grafts to cysts: Cartilage graft,R472.30,TM
0505,Grafts to cysts: Inter-metacarpal bone graft,R472.30,TM
0507,Removal of autogenous bone for grafting (not subject to general modifier 0005),R472.30,TM
0506,"Harvesting of graft: Cartilage graft, costochondral",R944.90,T
3.1.2.2,Bony operations: Acute or chronic osteomyelitis,,
0509,Acute or chronic osteomyelitis: Conservative treatment,,
0511,"Acute or chronic osteomyelitis: Operation: Tariff which would be applicable for compound fracture of the bone involved, including six weeks post-operative care",,
0512,Acute or chronic osteomyelitis: Sternum sequestrectomy and drainage: Including six weeks after-care,R472.30,TM
3.1.2.3,Bony operations: Osteotomy,,
0514,Osteotomy: Sternum: Repair of pectus excavatum,R472.30,TM
0515,Osteotomy: Sternum: Repair of pectus carinatum,R472.30,TM
0516,Osteotomy: Pelvic,R472.30,TM
0521,Osteotomy: Femoral: Proximal,R472.30,TM
0527,Osteotomy: Knee region,R472.30,TM
0528,Osteotomy: Os Calcis (Dwyer operation),R472.30,TM
0530,Osteotomy: Metacarpal and phalanx: Corrective for malunion or rotation,R472.30,TM
0531,Rotational osteotomy of tibia and fibula - stand alone procedure,R472.30,TM
0532,"Osteotomy: Rotation osteotomy of the Radius, Ulna or Humerus",R472.30,TM
0533,Osteotomy: Single metatarsal,R472.30,TM
0534,Osteotomy: Multiple metatarsal osteotomies,R472.30,TM
3.1.2.4,Bony operations: Exostosis,,
0535,Exostosis: Excision: Readily accessible sites,R472.30,TM
0537,Exostosis: Excision: Less accessible sites,R472.30,TM
3.1.2.5,Bony operations: Biopsy,,
0539,Needle Biopsy: Spine (no after-care) (modifier 0005 not applicable),R630.70,T
0541,Needle Biopsy: Other sites (no after-care) (modifier 0005 not applicable),R630.70,T
0543,Biopsy: Open (modifier 0005 not applicable): Readily accessible site,,
0545,Biopsy: Open (modifier 0005 not applicable): Less accessible site,,
3.2,Joints,,
3.2.1,Joints: Dislocations,,
0547,Joint: Dislocation: Clavicle either end,R472.30,TM
0549,Joint: Dislocation: Shoulder,R472.30,TM
0551,Joint: Dislocation: Elbow,R472.30,TM
0552,Joint: Dislocation: Wrist,R472.30,TM
0553,Joint: Dislocation: Perilunar trans-scaphoid fracture dislocation,R472.30,TM
0555,Joint: Dislocation: Lunate,R472.30,TM
0556,Joint: Dislocation: Carpo-metacarpo dislocation,R472.30,TM
0557,Joint: Dislocation: Metacarpo-phalangeal or interphalangeal (hand),R472.30,TM
0559,Joint: Dislocation: Hip,R472.30,TM
0561,Joint: Dislocation: Knee,R472.30,TM
