4975,"Excision, malignant lesion, including margins: Scalp/neck/hands/feet/genitalia > 4.0 cm",R351.30,
4872,"Acellular dermal allograft of the trunk, arms and/or legs <=100 cm (1% of body area for infants and children)",,Refer Rule C
4873,"Acellular dermal allograft of the trunk, arms and/or legs; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",,Refer Rule C
4874,"Acellular dermal allograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits <=100 cm (1% of body area for infants and children)",,Refer Rule C
4875,"Acellular dermal allograft of the face, scalp, neck, ears, genitalia, hands, feet and/or multiple digits; each additional 100 cm or part thereof (1% of body area for infants and children) (modifier 0005 not applicable)",,Refer Rule C
2.5,Breasts,,
0316,Fine needle aspiration for soft tissue (all areas),R376.70,
0317,Aspiration of cyst or tumour,R226.00,
0319,"Mastotomy with exploration, drainage of abscess or removal of mammary implant","R1,054.40",
0321,"Biopsy or excision of cyst, benign tumour, aberrant breast tissue, duct papilloma","R2,364.60",
0323,Subareolar cone excision of ducts of wedge excision of breast,"R2,259.30",
0324,Wedge excision of breast and axillary dissection,"R5,648.10",
0325,Total mastectomy,"R3,891.40",
0327,Total mastectomy with axillary gland biopsy,"R4,644.20",
0329,Total mastectomy with axillary gland dissection,"R6,903.50",
0330,Nipple and areola reconstruction,"R2,384.60",
0331,Subcutaneous mastectomy for disease of breast; including reconstruction but excluding cost of prosthesis: Unilateral,"R5,874.10",
0333,Subcutaneous mastectomy for disease of breast; including reconstruction but excluding cost of prosthesis: Bilateral,"R10,292.00",
0334,Removal of breast implant by means of capsulectomy: Per breast,"R5,874.10",
0335,Implantation of internal subpectoral mammary prosthesis in post mastectomy patients,"R3,765.50",
0337,Reduction: Mammoplasty for pathological hypertrophy: Unilateral,"R5,874.10",
0339,Reduction: Mammoplasty for pathological hypertrophy: Bilateral,"R10,292.00",
0341,Gynaecomastia: Unilateral,"R2,309.50",
0343,Gynaecomastia: Bilateral,"R4,041.10",
0338,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), single pedicle (suture of donor site included)","R11,730.50",
0340,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, with microvascular anastomosis (supercharging) (suture of donor site included)","R13,944.50",
0342,"Breast reconstruction: Transverse rectus abdominis myocutaneous flap (TRAM), double pedicle (suture of donor site included)","R13,216.40",
0336,"Breast reconstruction: Lattisimus dorsi flap, without prosthetic implant",,Refer Rule C
0344,Breast reconstruction: Revision,,Refer Rule C
2.6,Burns,,
0351,Major Burns: Resuscitation (including supervision and intravenous therapy - first 48 hours),"R6,928.20",
0353,Tangential excision and grafting: Small,"R2,510.30",
0354,Tangential excision and grafting: Large,"R5,020.20",
0345,Minor burns,,Refer Rule C
0347,Moderate burns,,Refer Rule C
2.7,Hands (skin),,
0355,Skin flap in acute hand injuries where a flap is taken from a site remote from the injured finger or in cases of advancement flag e.g. Cutler,"R3,700.10",
0357,Small skin graft in acute hand injury,"R1,129.90",
0359,Release of extensive skin contracture and/or excision of scar tissue with major skin graft resurfacing,"R4,819.80",
0361,Z-plasty,"R5,525.10",
0363,Local flap and skin graft,"R3,765.50",
0365,Cross finger flap (all stages),"R4,819.80",
0367,Palmar flap (all stages),"R4,819.80",
0369,Distant flap: First stage,"R3,966.40",
0371,Distant flap: Subsequent stage (not subject to general modifier 0007),"R1,933.00",
0373,Transfer neurovascular island flap,"R5,786.30",
0374,"Syndactyly: Separation of, including skin graft for one web (with skin flap and graft)","R6,084.70",
0375,Dupuytren's contracture: Fasciotomy,"R1,280.10",
0376,Dupuytren's contracture: Fasciectomy,"R5,472.40",
2.8,Acupuncture,,
,Please note:  General Rule M not applicable to section 2.8 of this price list, ,
0377,Standard acupuncture,R192.80,
0378,Laser acupuncture using more than 6 points,R270.10,
0379,Electro-acupuncture,R270.10,
0380,Scalp acupuncture,R192.80,
0381,"Micro-acupuncture (ear, hand)",R192.80,
,RULES GOVERNING THE SECTION ACUPUNCTURE,,
CC.,"Acupuncture:   (a)  When two separate acupuncture techniques are used, each treatment shall be regarded as a separate treatment for which fees may be charged for separately.  (b) Not more than two separate techniques may be charged for at each session.  (c) The maximum number of acupuncture treatments per course to be charged for is limited to 20.  If further treatment is required at the end of this period of treatment, it should be negotiated with the patient.  (d) Item 0380 refers to scalp acupuncture as a treatment in its own right and not to the use of acupuncture points on the scalp", ,
3,Musculo-skeletal System,,
,MODIFIERS GOVERNING ORTHOPAEDIC OPERATIONS AND ANAESTHETIC FEES FOR ORTHOPAEDIC OPERATIONS,,
0047,A fracture NOT requiring reduction shall be charged on a fee per service basis, ,
0048,"Where in the treatment of a fracture or dislocation, an initial closed reduction is followed within one month by further closed reductions under general anaesthesia, the fee for such subsequent reductions will be 27,00 clinical procedure units (not including after-care)",R521.50,
0049,"Except where otherwise specified, in cases of compound fractures, 77,00 clinical procedure units (specialists) and 77,00 clinical procedure units (general practitioners) are to be added to the units for the fractures including debridement","R1,487.00",
0050,"In cases of a compound fracture where a debridement is followed by internal fixation (excluding fixation with Kirschner wires, as well as  fractures of hands and feet), the full amount according to either Modifier 0049:  Cases of compound fractures, or Modifier 0051:  Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting, may be added to the fee for the procedure involved, plus half of the amount according to the second modifier (either Modifier 0049: Cases of compound fractures or Modifier 0051: Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting, as applicable) ","R2,230.10",
0051,"Fractures requiring open reduction, internal fixation, external skeletal fixation and/or bone grafting: Specialists add 77,00 clinical procedure units. General practitioners add 77,00 clinical procedure units","R1,487.00",
0052,"Except where otherwise specified, fracture (traumatic or surgical, i.e.. osteotomy) requiring open reduction and/or internal fixation, external skeletal fixation/and or bone grafting (excluding fixation with Kirschner wires (refer to modifier 0053), as well as long bone or pelvis fracture/osteotomy (refer to modifier 0051) for specialist and general practitioners for HAND or FOOT fracture/osteotomy: Add the appropriate procedure code","R1,565.60",
0053,"Fracture requiring percutaneous internal fixation [insertion and removal of fixatives (wires) in respect of fingers and toes included]: Specialists and general practitioners add 32,00 clinical procedure units",R618.00,
0055,"Dislocation requiring open reduction: Units for the specific joint plus 77,00 clinical procedure units for specialists. General practitioners add 77,00 clinical procedure units","R1,487.00",
0057,"Multiple procedures on feet: In multiple procedures on feet, fees for the first foot are calculated according to Modifier 0005: Multiple procedures/operations under the same anaesthetic. Calculate fees for the second foot in the same way, reduce the total to 75% and add to the total for the first foot", ,
0058,Revision operation for total joint replacement and immediate re-substitution (infected or non-infected): per fee for total joint replacement + 100%, ,
3.1,Bones,,
3.1.1,Bones: Fractures (reduction under general anaesthetic - refer to modifier 0047),,
0383,Fracture (reduction under general anaesthetic): Scapula,"R2,818.20",
0384,"Fracture: Scapula: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R7,131.90",
0386,"Fracture: Clavicle: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,254.60",
0387,Fracture (reduction under general anaesthetic): Clavicle,"R1,933.00",
0388,Percutaneous pinning of supracondylar fracture: Elbow - stand alone procedure,"R4,410.40",
0389,Fracture (reduction under general anaesthetic): Humerus,"R2,801.50",
0390,"Fracture: Humerus: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R6,406.60",
0391,Fracture (reduction under general anaesthetic): Radius and/or Ulna,"R1,933.00",
0392,Fracture (reduction under general anaesthetic): Open reduction of both radius and ulna (modifier 0051 not applicable),"R5,271.70",
0401,"Fracture: Carpal bone: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,237.00",
0402,Fracture (reduction under general anaesthetic): Carpal bone,"R1,606.90",
0403,Fracture (reduction under general anaesthetic): Bennett fracture-dislocation,"R1,280.10",
0404,"Fracture: Bennett fracture/dislocation: Open reduction and internal fixation (modifiers 0051, 0052, 0055 not applicable)","R4,512.30",
0405,Fracture (reduction under general anaesthetic): Open treatment of metacarpal: Simple,"R2,969.50",
0406,"Fracture: Metacarpal bone: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R4,105.30",
0409,Fracture (reduction under general anaesthetic): Finger phalanx: Distal: Simple,"R1,932.40",
0410,"Fracture: Finger phalanx, distal, simple: Open reduction and internal fixation (modifiers 0051, 0052 not applicable","R3,540.70",
0411,Fracture (reduction under general anaesthetic): Finger phalanx: Distal: Compound,"R1,305.50",
0413,Fracture (reduction under general anaesthetic): Proximal or middle: Simple,"R1,204.80",
0414,"Fracture: Finger phalanx, proximal or middle: Open reduction and internal fixation (modifiers 0051, 0052 not applicable","R4,263.70",
0415,Fracture (reduction under general anaesthetic): Proximal or middle: Compound,"R2,560.80",
0417,Fracture (reduction under general anaesthetic): Pelvis fracture: Closed,"R3,443.20",
0419,Fracture (reduction under general anaesthetic): Pelvis: Operative reduction and fixation,"R8,032.80",
0420,"Fracture: Acetabulum: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R14,052.70",
0421,Fracture (reduction under general anaesthetic): Femur: Neck or Shaft,"R5,948.90",
0422,"Fracture: Femur neck or shaft: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R9,844.40",
0425,Fracture (reduction under general anaesthetic): Patella,"R1,280.10",
0426,"Fracture: Patella: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,508.40",
0429,Fracture (reduction under general anaesthetic): Tibia with or without fibula,"R3,213.30",
0430,"Fracture: Tibia, with or without fibula: Open reduction and internal fixation (modifiers 0051, 0052 not applicable","R7,357.30",
0433,Fracture (reduction under general anaesthetic): Fibula shaft,"R2,820.40",
0434,"Fracture: Fibula shaft: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,194.60",
0435,Fracture (reduction under general anaesthetic): Malleolus of ankle,"R1,456.20",
0436,"Fracture: Ankle malleolus: Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,197.20",
0437,Fracture (reduction under general anaesthetic): Fracture-dislocation of ankle,"R3,213.30",
0438,Fracture (reduction under general anaesthetic): Open reduction Talus fracture (modifier 0051 not applicable),"R4,987.50",
0439,Fracture (reduction under general anaesthetic): Tarsal bones (excluding talus and calcaneus),"R1,606.90",
0440,Fracture (reduction under general anaesthetic): Open reduction Calcaneus fracture (modifier 0051 not applicable),"R10,129.30",
0441,Fracture (reduction under general anaesthetic): Metatarsal,"R1,048.90",
0442,"Fracture: Metatarsal bones: Open reduction with internal fixation (modifiers 0051, 0052 not applicable)","R3,882.00",
0443,Fracture (reduction under general anaesthetic): Toe phalanx: Distal Simple,,
0444,"Fracture: Toe phalanx, distal: Open reduction with internal fixation (modifiers 0051, 0052 not applicable)","R3,626.10",
0445,Fracture (reduction under general anaesthetic): Toe phalanx: Compound,R803.50,
0446,"Fracture: Tarsal bones (excluding talus and calcaneus): Open reduction with internal fixation (modifiers 0051, 0052 not applicable)","R4,471.70",
0447,Fracture (reduction under general anaesthetic): Other: Simple,R652.70,
0448,Fracture: Calcaneus (reduction under general anaesthetic),"R2,592.60",
0449,Fracture (reduction under general anaesthetic): Other: Compound,"R1,305.50",
0451,Fracture (reduction under general anaesthetic): Sternum and/or ribs: Closed, ,
0452,Fracture (reduction under general anaesthetic): Sternum and/or ribs: Open reduction and fixation of multiple fractured ribs for flail chest,"R5,773.70",
0455,Fracture (reduction under general anaesthetic): Spine: With or without paralysis: Cervical,,
0461,Fracture (reduction under general anaesthetic): Compression fracture: Cervical,,
0463,Fracture (reduction under general anaesthetic): Spinous or transverse processes: Cervical,,
0464,Fracture (reduction under general anaesthetic): Spinous or transverse processes: Rest,,
3.1.1.1,Bones: Fractures (reduction under general anaesthetic - refer to modifier 0047): Operations for fractures,,
0465,Fractures involving large joints (includes the item for the relative bone) (this item may not be used as a modifier),"R7,229.50",
0466,"Fractures involving digital joints: Includes the metaphysis of the relative bone. Open reduction and internal fixation (modifiers 0051, 0052 not applicable)","R5,292.40",
0473,Percutaneous insertion plus subsequent removal of Kirschner wires or Steinmann pins (no after-care) (modifier 0005 not applicable),"R1,079.80",
0475,"Bonegrafting or internal fixation for malunion or non-union: Femur, Tibia, Humerus, Radius and Ulna","R7,079.30",
0479,Bonegrafting or internal fixation for malunion or non-union: Other bones,"R3,865.90",
0480,"Radical resection of bone tumour/infection: Ilium including acetabulum, both pubic rami, or ischium and acetabulum","R10,414.00",
0481,Radical resection of bone tumour: Fibula,"R6,025.50",
0482,Radical resection of bone tumour: Femur or knee,"R9,329.90",
0483,Radical resection of malignant bone tumour: Scapula,"R5,964.90",
0484,Radical resection of bone tumour: Clavicle,"R10,384.10",
0485,Radical resection of bone tumour: Metatarsal,"R4,642.00",
3.1.2,Bony operations,,
3.1.2.1,Bony operations: Bone grafting,,
0497,Resection of bone or tumour with or without grafting (benign),"R7,079.30",
0498,Resection of bone or tumour with or without grafting (malignant) - does not include digits,"R8,535.00",
0499,Grafts to cysts: Large bones,"R4,819.80",
0501,Grafts to cysts: Small bones,"R3,213.30",
0503,Grafts to cysts: Cartilage graft,"R5,171.00",
0505,Grafts to cysts: Inter-metacarpal bone graft,"R3,689.80",
0507,Removal of autogenous bone for grafting (not subject to general modifier 0005),"R1,255.30",
0506,"Harvesting of graft: Cartilage graft, costochondral","R2,287.60",
3.1.2.2,Bony operations: Acute or chronic osteomyelitis,,
0509,Acute or chronic osteomyelitis: Conservative treatment,,
0511,"Acute or chronic osteomyelitis: Operation: Tariff which would be applicable for compound fracture of the bone involved, including six weeks post-operative care",,
0512,Acute or chronic osteomyelitis: Sternum sequestrectomy and drainage: Including six weeks after-care,"R3,213.30",
3.1.2.3,Bony operations: Osteotomy,,
0514,Osteotomy: Sternum: Repair of pectus excavatum,"R8,283.80",
0515,Osteotomy: Sternum: Repair of pectus carinatum,"R8,283.80",
0516,Osteotomy: Pelvic,"R8,032.80",
0521,Osteotomy: Femoral: Proximal,"R8,032.80",
0527,Osteotomy: Knee region,"R8,032.80",
0528,Osteotomy: Os Calcis (Dwyer operation),"R2,886.80",
0530,Osteotomy: Metacarpal and phalanx: Corrective for malunion or rotation,"R3,011.80",
0531,Rotational osteotomy of tibia and fibula - stand alone procedure,"R7,000.80",
0532,"Osteotomy: Rotation osteotomy of the Radius, Ulna or Humerus","R4,016.50",
0533,Osteotomy: Single metatarsal,"R1,506.20",
0534,Osteotomy: Multiple metatarsal osteotomies,"R3,765.50",
3.1.2.4,Bony operations: Exostosis,,
0535,Exostosis: Excision: Readily accessible sites,"R1,506.20",
0537,Exostosis: Excision: Less accessible sites,"R2,409.90",
3.1.2.5,Bony operations: Biopsy,,
0539,Needle Biopsy: Spine (no after-care) (modifier 0005 not applicable),"R1,255.30",
0541,Needle Biopsy: Other sites (no after-care) (modifier 0005 not applicable),R803.50,
0543,Biopsy: Open (modifier 0005 not applicable): Readily accessible site,"R1,606.90",
0545,Biopsy: Open (modifier 0005 not applicable): Less accessible site,"R2,409.90",
3.2,Joints,,
3.2.1,Joints: Dislocations,,
0547,Joint: Dislocation: Clavicle either end,R954.20,
0549,Joint: Dislocation: Shoulder,"R1,280.10",
0551,Joint: Dislocation: Elbow,"R1,280.10",
0552,Joint: Dislocation: Wrist,"R1,933.00",
0553,Joint: Dislocation: Perilunar trans-scaphoid fracture dislocation,"R3,263.50",
0555,Joint: Dislocation: Lunate,"R1,933.00",
0556,Joint: Dislocation: Carpo-metacarpo dislocation,"R1,280.10",
0557,Joint: Dislocation: Metacarpo-phalangeal or interphalangeal (hand),R652.70,
0559,Joint: Dislocation: Hip,"R2,736.40",
0561,Joint: Dislocation: Knee,"R2,409.90",
0563,Joint: Dislocation: Patella,R803.50,
0565,Joint: Dislocation: Ankle,"R2,259.30",
0567,Joint: Dislocation: Sub-Talar dislocation,"R2,259.30",
0569,Joint: Dislocation: Intertarsal or Tarsometatarsal or Mid-tarsal,"R1,933.00",
0571,Joint: Dislocation: Meta-tarsophalangeal or interphalangeal joints (foot),R351.30,
3.2.2,Joints: Operations for dislocations,,
0578,Operations for dislocations: Recurrent dislocation of shoulder,"R5,020.20",
0579,Operations for dislocations: Recurrent dislocation of all other joints,"R4,041.10",
3.2.3,Joints: Capsular operations,,
0582,Capsulotomy or arthrotomy or biopsy or drainage of joint: Small joint (including three weeks after-care),"R1,280.10",
0583,Capsulotomy or arthrotomy or biopsy or drainage of joint: Large joint (including three weeks after-care),"R2,409.90",
0585,Capsulectomy digital joint,"R1,606.90",
0586,Multiple percutaneous capsulotomies of metacarpophalangeal joints,"R2,259.30",
0587,Release of digital joint contracture,"R3,213.30",
3.2.4,Joints: Synovectomy,,
0589,Synovectomy: Digital joint,"R1,933.00",
0592,Synovectomy: Large joint,"R4,016.50",
0593,Tendon synovectomy,"R5,113.50",
3.2.5,Joints: Arthrodesis,,
0597,Arthrodesis: Shoulder,"R5,622.90",
0598,Arthrodesis: Elbow,"R4,518.30",
0599,Arthrodesis: Wrist,"R4,518.30",
0600,Arthrodesis: Digital joint,"R3,213.30",
0601,Arthrodesis: Hip,"R8,032.80",
0602,Arthrodesis: Knee,"R4,518.30",
0603,Arthrodesis: Ankle,"R4,518.30",
0604,Arthrodesis: Sub-talar,"R3,263.50",
0605,Arthrodesis: Stabilisation of foot (triple-arthrodesis),"R4,518.30",
0607,Arthrodesis: Mid-tarsal wedge resection,"R4,518.30",
3.2.6,Joints: Arthroplasty,,
0614,Arthroplasty: Debridement large joints,"R4,016.50",
0615,Arthroplasty: Excision medial or lateral end of clavicle,"R2,911.90",
0617,Shoulder: Acromioplasty,"R4,819.80",
0619,Shoulder: Partial replacement,"R6,953.70",
0620,Shoulder: Total replacement,"R10,443.00",
0621,Elbow: Excision head of radius,"R2,409.90",
0622,Elbow: Excision,"R4,819.80",
0623,Elbow: Partial replacement,"R4,719.60",
0624,Elbow: Total replacement,"R7,079.30",
0625,Wrist: Excision distal end of ulna,"R2,409.90",
0626,Wrist: Excision single bone,"R2,761.50",
0627,Wrist: Excision proximal row,"R4,167.00",
0631,Wrist: Total replacement,"R6,250.60",
0635,Digital Joint: Total replacement,"R4,819.80",
0637,Hip: Total replacement,"R10,443.00",
0641,Hip: Prosthetic replacement of femoral head,"R7,229.50",
0643,Hip: Girdlestone,"R8,032.80",
0645,Knee: Partial replacement,"R6,953.70",
0646,Knee: Total replacement,"R10,443.00",
0649,Ankle: Total replacement,"R7,289.80",
0650,Ankle: Astragalectomy,"R3,865.90",
3.2.7,Joints: Miscellaneous (joints),,
0661,Aspiration of joint or intra-articular injection (not including after-care) (modifier 0005 not applicable),R226.00,
0663,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): First joint,R188.20,
0665,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): Additional (each),R100.80,
0667,Arthroscopy (excluding after-care) (modifiers 0005 and 0013 not applicable),"R1,506.20",
0669,Manipulation knee or shoulder joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),R351.30,
0669A,Manipulation hip joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),R351.30,
,Only the consultation fee should be charged when manipulation of a large joint is performed  without general anaesthetic, ,
0673,Meniscectomy or operation for other internal derangement of knee,"R2,736.40",
0658,"Aspiration and/or injection: Small joint, bursa (eg., fingers, toes) (excluding after care, modifier 0005 not applicable)",R225.90,
0659,"Aspiration and/or injection: Intermediate joint, bursa (eg., temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa) (excluding after care, modifier 0005 not applicable)",R225.90,
0660,"Aspiration and/or injection: Major joint, bursa (eg., shoulder, hip, knee joint, subacromial bursa) (excluding after care, modifier 0005 not applicable)",R225.90,
0668,Manipulation of knee joint under general anaesthesia (includes application of traction or other fixation devices) (excluding after-care) (modifier 0005 is not applicable),R351.30,
0670,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Knee/Shoulder,,
0670a,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Hip,,
3.2.8,Joints: Joint ligament reconstruction or suture,,
0675,Joint ligament reconstruction or suture: Ankle: Collateral,"R4,016.50",
0677,Joint ligament reconstruction or suture: Knee: Collateral,"R4,016.50",
0678,Joint ligament reconstruction or suture: Knee: Cruciate,"R4,016.50",
0679,Joint ligament reconstruction or suture: Ligament augmentation procedure of knee,"R7,029.00",
0680,Joint ligament reconstruction or suture: Digital joint ligament,"R4,142.00",
0676,"Joint ligament reconstruction or suture: Ankle (eg., Watson-Jones type)","R4,807.10",
3.3,Amputations,,
3.3.1,Amputations: Specific Amputations,,
0681,Amputation Humerus: Includes primary closure,"R5,310.00",
0682,Amputation: Fore-quarter amputation,"R7,380.50",
0683,Amputation: Through shoulder,"R3,715.20",
0684,Amputation: Forearm,"R5,357.60",
0685,Amputation: Upper arm or fore-arm,"R2,911.90",
0686,"Amputation: Ankle (e.g. Syme, Pirogoff type)","R5,121.50",
0687,Partial amputation of the hand: One ray,"R2,560.80",
0688,"Amputation: Foot, midtarsal (Chopart type)","R4,158.40",
0691,Amputation: Whole or part of finger,"R2,932.00",
0692,"Scar revision/secondary closure: amputated thigh, through femur, any level","R3,781.90",
0693,Hindquarter amputation,"R10,543.00",
0694,"Scar revision/secondary closure: amputated leg, through tibia and fibula, any level","R4,363.90",
0695,Amputation: Through hip joint region,"R4,819.80",
0696,"Re-amputation: Thigh, through femur, any level","R5,453.00",
0697,Amputation: Through thigh,"R5,146.30",
0698,"Re-amputation: Leg, through tibia and fibula","R4,973.80",
0699,"Amputation: Below knee, through knee or Syme","R4,870.40",
0700,Scar revision/secondary closure: Amputated shoulder,"R3,214.50",
0701,Amputation: Trans-metatarsal or trans-tarsal,"R3,565.00",
0702,Scar revision/secondary closure: Amputated humerus,"R4,092.80",
0703,Amputation: Foot: One ray,"R2,435.50",
0704,Scar revision/secondary closure: Amputated forearm,"R4,619.90",
0705,Amputation: Toe,"R1,656.70",
0708,Re-amputation: Humerus,"R5,598.20",
0710,Re-amputation: Through forearm,"R5,169.60",
3.3.2,Amputations: Post-amputation reconstruction,,
0706,Post-amputation reconstruction: Skin flap taken from a site remote from the injured finger or in cases of an advanced flap e.g. Cutler,"R1,882.90",
0707,Post-amputation reconstruction: Krukenberg reconstruction,"R5,171.00",
0711,Post-amputation reconstruction: Pollicisation of the finger (to include all stages),"R7,079.30",
0712,Post-amputation reconstruction: Toe to thumb transfer,"R20,082.50",
3.4,"Muscles, tendons and fasciae",,
3.4.1,"Muscles, tendons and fasciae: Investigations",,
0713,Electromyography,"R1,882.90",
0714,"Electro-myographic neuromuscular junctional study, including edrophonium response (not to be used with item 2730)","R1,430.80",
0715,Strength duration curve per session,R263.40,
0717,Electrical examination of single nerve or muscle,R226.00,
0718,Oxidative study for mitochondrial function,"R1,606.90",
0721,Voltage integration during isometric contraction,R301.20,
0723,Tonometry with edrophonium,R200.60,
0725,Isometric tension studies with edrophonium,R250.50,
0727,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Unilateral,R200.60,
0728,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Bilateral,R351.30,
0729,Tendon reflex time,R176.10,
0730,Limb brain somatosensory studies (per limb),"R1,230.20",
0731,Vision and audio-sensory studies,"R1,230.20",
0733,Motor nerve conduction studies (single nerve),R652.70,
0735,Examinations of sensory nerve conduction by sweep averages (single nerve),R778.20,
0737,Biopsy for motor nerve terminals and end plates,R502.10,
0739,Combined muscle biopsy with end plates and nerve terminal biopsy,R853.50,
0740,Muscle fatigue studies,R502.10,
0741,Muscle biopsy,R502.10,
0742,"Global fee for all muscle studies, including histochemical studies","R6,577.00",
4701,Biochemical estimations on muscle biopsy specimens: Creatine kinase,R508.20,
4703,Biochemical estimations on muscle biopsy specimens: Adenylate kinase,R836.00,
4705,Biochemical estimations on muscle biopsy specimens: Pyruvate kinase,R143.20,
4707,Biochemical estimations on muscle biopsy specimens: Lactate dehydrogenase,R40.20,
4709,Biochemical estimations on muscle biopsy specimens: Adenylate deaminase,R248.60,
4711,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate kinase,R343.90,
4713,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate mutase,R650.30,
4715,Biochemical estimations on muscle biopsy specimens: Enolase,R820.80,
4717,Biochemical estimations on muscle biopsy specimens: Phosphofructokinase,R946.60,
4719,Biochemical estimations on muscle biopsy specimens: Aldolase,R395.70,
4721,Biochemical estimations on muscle biopsy specimens: Glyceraldehyde 3 phosphate dehydrogenase,R278.20,
4723,Biochemical estimations on muscle biopsy specimens: Phosphorylase,R870.90,
4725,Biochemical estimations on muscle biopsy specimens: Phosphoglucomutase,"R1,011.50",
4727,Biochemical estimations on muscle biopsy specimens: Phosphohexose Isomerase,R722.90,
4729,Biochemical estimations on muscle biopsy specimens: Muscle biopsy for muscle tension study,"R1,079.80",
4731,Biochemical estimations on muscle biopsy specimens: H-response study (per nerve),R351.30,
4733,Biochemical estimations on muscle biopsy specimens: Late response study (per nerve),R502.10,
4735,Biochemical estimations on muscle biopsy specimens: Single fibre studies,"R1,782.20",
4737,Biochemical estimations on muscle biopsy specimens: Somatosensory study (limb-spine),"R1,731.80",
4739,Biochemical estimations on muscle biopsy specimens: Dystrophin estimation,"R2,058.80",
4744,Biochemical estimations on muscle biopsy specimens: Tension/caffeine/halothane procedure in malignant hyperthermia,"R3,589.60",
4745,Biochemical estimations on muscle biopsy specimens: Electron microscopy,"R1,882.90",
3.4.2,"Muscles, tendons and fasciae: Decompression Operations",,
0743,Major compartmental decompression,"R3,313.40",
0744,Decompression operation: Fasciotomy only,"R1,506.20",
5550,Decompression Faciotomy: Buttock compartments:(unilateral),"R6,098.10",
5551,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). EXCLUDES debridement of nonviable muscle and/or nerve,"R3,811.80",
5552,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). INCLUDES debridement of nonviable muscle and/or nerve,"R6,351.40",
5553,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. EXCLUDES debridement of nonviable muscle and/or nerve,"R3,104.00",
5554,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. INCLUDES debridement of nonviable muscle and/or nerv,"R4,068.00",
5555,Decompression fasciotomy: Leg: Posterior compartment only. EXCLUDES debridement of nonviable muscle and/or nerve,"R3,282.40",
5556,Decompression fasciotomy: Leg: Posterior compartment only. INCLUDES debridement of nonviable muscle and/or nerve,"R4,303.90",
5557,"Decompression fasciotomy: Fasciotomy/tenotomy, iliotibial","R3,445.70",
5558,Decompression fasciotomy: Fasciotomy: Foot and/or toe,"R2,173.20",
5559,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,"R5,679.00",
5560,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. INCLUDES debridement of nonviable muscle or nerve,"R8,895.80",
5561,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,"R4,185.60",
5562,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. INCLUDES debridement of nonviable muscle or nerve,"R8,057.90",
5563,Decompression Faciotomy: Fingers and/or hand,"R4,155.80",
3.4.3,"Muscles, tendons and fasciae: Muscle and tendon repair",,
0745,Muscle and tendon repair: Biceps humeri,"R2,736.40",
0746,Muscle and tendon repair: Removal of calcification in Rotator cuff,"R2,409.90",
0747,Muscle and tendon repair: Rotator cuff,"R3,363.70",
0748,Muscle and tendon repair: Debridement rotator cuff,"R3,507.20",
0749,Muscle and tendon repair: Scapulopexy - stand alone procedure,"R6,825.60",
0755,Muscle and tendon repair: Infrapatellar of quadriceps tendon,"R3,213.30",
0757,Muscle and tendon repair: Achilles tendon repair,"R4,960.30",
