"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,
10.1,Kidney,,,,,,,
1839,Renal biopsy: Per kidney: Open,"R1,247.90",,"R1,283.20",,"R1,283.20",,
1841,Renal biopsy: Needle,R527.10,,R542.10,,R542.10,,
1843,Peritoneal dialysis: First day,R580.20,,R596.40,,R596.40,,
1845,Peritoneal dialysis: Every subsequent day,R580.20,,R596.40,,R596.40,,
1847,Haemodialysis: Per hour or part thereof,R369.20,,R379.40,,R379.40,,
1849,Haemodialysis: Maximum: Eight hours,"R2,362.50",,"R3,035.90",,"R3,035.90",,
1851,Haemodialysis: Thereafter per week,R966.80,,R993.70,,R993.70,,
1852,Continuous haemodiafiltration per day in intensive or high care unit,R580.20,,R596.40,,R596.40,,
1853,Nephrectomy: Primary nephrectomy,"R3,164.20",,"R4,065.80",,"R4,065.80",,
1855,Nephrectomy: Secondary nephrectomy,"R3,754.50",,"R4,825.00",,"R4,825.00",,
1857,Radical with regional lymph adenectomy for tumour,"R3,937.40",,"R5,059.50",,"R5,059.50",,
1859,Nephrectomy: Partial,"R3,754.50",,"R4,825.00",,"R4,825.00",,
1861,Symphysiotomy for horse-shoe kidney,"R4,035.70",,"R5,186.00",,"R5,186.00",,
1863,Nephro-ureterectomy,"R4,288.80",,"R5,511.20",,"R5,511.20",,
1865,Nephrotomy with drainage nephrostomy,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1868,"Nephrolithotomy, for congenital kidney abnormality, complicated",R0.00,,"R4,850.00",,"R4,850.00",,
1869,Nephrolithotomy,"R3,191.90",,"R4,101.90",,"R4,101.90",,
1870,Nephrolithotomy: Multiple calculi: Repeat open operation + 25%,"R3,993.50",,"R5,131.50",,"R5,131.50",,
1871,Staghorn stone: Surgical,"R4,795.10",,"R6,162.10",,"R6,162.10",,
1873,Suture renal laceration (renorraphy),"R2,713.80",,"R3,487.60",,"R3,487.60",,
1875,"Percutaneous aspiration cyst: Nephrostomy, pyelostomy",R597.50,,R614.30,,R614.30,,
1877,Operation for renal cyst: Marsupialisation or excision,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1878,"Ablation of 1 or more renal tumour(s): Cryotherapy, percutaneous, unilateral ",R0.00,,"R1,915.80",,"R1,915.80",,
1879,Closure renal fistula,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1881,Pyeloplasty,"R3,543.40",,"R4,553.60",,"R4,553.60",,
1882,"Pyeloplasty, complicated; with or without plastic procedure on ureter; nephropexy; nephrostomy; pyelostomy; ureteral splinting. (Secondary procedure for congenital kidney abnormality or solitary kidney)",R0.00,,"R5,921.20",,"R5,921.20",,
1883,Pyelostomy,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1885,Pyelolithotomy,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1887,"Complicated pyelo-lithotomy (e.g. solitary, ectopic, horse-shoe kidney or secondary operation)","R3,136.20",,"R4,029.80",,"R4,029.80",,
1889,Nephrectomy for Allograft: Living or dead,"R3,585.80",,"R4,607.60",,"R4,607.60",,
1891,Perinephric abscess or renal abscess: Drainage,"R2,812.70",,"R3,613.80",,"R3,613.80",,
1893,Aberrant renal vessels: Repositioning with pyeloplasty,"R2,952.80",,"R3,794.80",,"R3,794.80",,
1894,Auto transplantation of kidney,"R5,906.20",,"R7,589.30",,"R7,589.30",,
1895,Allo transplantation of kidney,"R5,906.20",,"R7,589.30",,"R7,589.30",,
1860,"Laparoscopic nephrectomy, partial (item 1807 may not be added to this item)","R4,891.00",,"R7,542.30",,"R7,542.30",,
1862,"Laparoscopic nephrectomy, includes partial ureterectomy (item 1807 may not be added to this item)","R4,255.70",,"R6,526.70",,"R6,526.70",,
1880,Laparoscopic ablation of renal mass or lesion(s) (item 1807 may not be added to this item),"R3,711.00",,"R5,656.50",,"R5,656.50",,
1890,Laparoscopic living donor nephrectomy (item 1807 may not be added to this item),"R4,709.70",,"R7,252.00",,"R7,252.00",,
1892,Laparoscopic drainage of lymphocele to peritoneal cavity (item 1807 may not be added to this item),"R4,609.30",,"R7,092.20",,"R7,092.20",,
10.2,Ureter,,,,,,,
1897,Ureterorraphy: Suture of ureter,"R2,109.20",,"R2,656.10",,"R2,656.10",,
1898,Ureterorraphy: Lumbar approach,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1899,Ureteroplasty,"R2,545.10",,"R3,270.40",,"R3,270.40",,
1901,Ureterolysis,"R2,074.00",,"R2,132.30",,"R2,132.30",,
1902,Ureterolysis: Lumbar approach,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1903,Ureterectomy only,"R2,109.20",,"R2,475.80",,"R2,475.80",,
1905,Ureterolithotomy,"R3,737.50",,"R4,802.80",,"R4,802.80",,
1907,Cutaneous ureterostomy: Unilateral,"R1,898.60",,"R1,951.70",,"R1,951.70",,
1909,Cutaneous ureterostomy: Bilateral,"R2,657.80",,"R3,415.30",,"R3,415.30",,
1911,Uretero-enterostomy: Unilateral,"R2,109.20",,"R2,475.80",,"R2,475.80",,
1913,Uretero-enterostomy: Bilateral,"R3,375.00",,"R4,337.00",,"R4,337.00",,
1915,Uretero-ureterostomy,"R2,109.20",,"R2,475.80",,"R2,475.80",,
1917,Transuretero-ureterostomy,"R2,179.60",,"R2,801.20",,"R2,801.20",,
1919,Closure of ureteric fistula,"R2,109.20",,"R2,656.10",,"R2,656.10",,
1921,Immediate deligation of ureter,"R2,109.20",,"R2,656.10",,"R2,656.10",,
1923,Ureterolysis for retrocaval ureter with anastomosis,"R2,362.50",,"R3,035.90",,"R3,035.90",,
1924,Ureterocalicostomy,R0.00,,"R4,786.30",,"R4,786.30",,
1925,Uretero-pyelostomy,"R3,543.40",,"R4,553.60",,"R4,553.60",,
1927,Uretero-neo-cystostomy: Unilateral,"R4,444.90",,"R5,712.10",,"R5,712.10",,
1929,Uretero-neo-cystostomy: Bilateral,"R6,667.50",,"R8,567.80",,"R8,567.80",,
1931,Uretero-neo-cystostomy: With Boariplasty,"R4,947.20",,"R6,356.80",,"R6,356.80",,
1933,Uretero-sigmoidostomy with rectal bladder and colostomy,"R3,543.40",,"R4,553.60",,"R4,553.60",,
1935,Uretero-ileal conduit,"R5,456.10",,"R7,011.30",,"R7,011.30",,
1937,Replacement of ureter by bowel segment: Unilateral,"R3,895.20",,"R5,005.50",,"R5,005.50",,
1939,Replacement of ureter by bowel segment: Bilateral,"R6,820.10",,"R8,764.00",,"R8,764.00",,
1941,Ureterostomy-in-situ: Unilateral,"R1,757.70",,"R1,807.10",,"R1,807.10",,
1943,Ureterostomy-in-situ: Bilateral,"R2,460.60",,"R3,162.40",,"R3,162.40",,
1904,Ureterectomy with bladder cuff (stand alone procedure),"R3,906.40",,"R7,126.70",,"R7,126.70",,
1932,"Laparoscopic uretero-neocystostomy, excludes cystoscopy and ureteral stent insertion (item 1807 may not be added to this item)","R5,633.90",,"R8,728.70",,"R8,728.70",,
1936,Contrast injection for ileal conduit visualisation,,Refer Rule C,,Refer Rule C,,Refer Rule C,
10.3,Bladder,,,,,,,
1952,J J Stent catheter,R773.20,,R795.40,,R795.40,,
1953,With hydrodilatation of the bladder for interstitial cystitis,R87.90,,R90.50,,R90.50,,
1954,Uretroscopy,R0.00,,R632.30,,R632.30,,
1955,And bilateral ureteric catheterisation with differential function studies requiring additional attention time,R615.20,,R632.30,,R632.30,,
1957,With dilatation of the ureter or ureters,R439.10,,R451.60,,R451.60,,
1959,With manipulation of ureteral calculus,R351.40,,R361.40,,R361.40,,
1961,With removal of foreign body or calculus from urethra or bladder,R351.40,,R361.40,,R361.40,,
1963,"With fulguration or treatment of minor lesions, with or without biopsy",R263.60,,R271.30,,R271.30,,
1964,And control of haemorrhage and blood clot evacuation,R263.60,,R271.30,,R271.30,,
1965,And catheterisation of the ejaculatory duct,R175.60,,R180.30,,R180.30,,
1967,With ureteric meatotomy: Unilateral or bilateral,R263.60,,R271.30,,R271.30,,
1969,And cold biopsy,R263.60,,R271.30,,R271.30,,
1971,With cryosurgery for bladder or prostatic disease,R966.80,,R993.70,,R993.70,,
1973,"With incision fulguration, or resection of bladder neck and/or posterior urethra for congenital valves or obstructive hypertrophic bladder neck in a child",R615.20,,R632.30,,R632.30,,
1975,Ultraviolet cystoscopy for bladder tumour,"R1,054.90",,"R1,084.10",,"R1,084.10",,
1976,Optic urethrotomy,"R1,406.50",,"R1,445.80",,"R1,445.80",,
1977,Transurethral resection of ejaculatory duct,"R1,067.10",,"R1,096.80",,"R1,096.80",,
1979,Internal urethrotomy: Female,R879.20,,R903.60,,R903.60,,
1981,Internal urethrotomy: Male,"R1,339.40",,"R1,376.90",,"R1,376.90",,
1983,Transurethral resection of bladder tumour,"R1,757.70",,"R1,807.10",,"R1,807.10",,
1984,Transurethral resection of bladder tumours: Large multiple tumours,"R2,021.40",,"R2,077.90",,"R2,077.90",,
1985,Transurethral resection of bladder neck: Female or child,"R1,846.00",,"R1,897.30",,"R1,897.30",,
1986,Transurethral resection of bladder neck: Male,"R2,109.20",,"R2,258.80",,"R2,258.80",,
1987,Litholapaxy,"R1,406.50",,"R1,445.80",,"R1,445.80",,
1989,Cystometrogram,R439.10,,R451.60,,R451.60,,
1991,"Flometric bladder, studies with videocystograph",R703.10,,R722.60,,R722.60,,
1992,Without videocystograph,R439.10,,R451.60,,R451.60,,
1993,Voiding cysto-urethrogram,R369.20,,R379.40,,R379.40,,
1994,Rigiscan examination,"R1,160.00",,"R1,192.30",,"R1,192.30",,
1995,Percutaneous aspiration of bladder,R175.60,,R180.30,,R180.30,,
1996,Bladder catheterisation: Male (not at operation),R105.60,,R108.70,,R108.70,,
1997,Bladder catheterisation: Female (not at operation),R52.70,,R54.20,,R54.20,,
1999,Percutaneous cystostomy,R421.90,,R433.80,,R433.80,,
1945,Instillation of radio-opaque material for cystography or urethrocystography,R87.90,,R90.50,,R90.50,,
1947,"Instillation of anti-carcinogenic agent including retention time, but not cost of material or hydro-dilatation of bladder",R175.60,,R180.30,,R180.30,,
1949,Cystoscopy: Hospital equipment,R773.20,,R795.40,,R795.40,,
1951,And retrograde pyelography or retrograde ureteral catheterisation: Unilateral or bilateral,R175.60,,R180.30,,R180.30,,
2001,Total cystectomy: After previous urinary diversion,"R4,134.20",,"R5,312.70",,"R5,312.70",,
2003,Total cystectomy: With conduit construction and ureteric anastomosis,"R7,800.60",,"R10,023.20",,"R10,023.20",,
2005,Cystectomy with substitute bowel bladder construction with anastomosis to urethra or trigone,"R9,140.20",,"R11,745.50",,"R11,745.50",,
2006,Cystectomy with continent urinary diversion (e.g. Kocks Pouch),"R9,843.80",,"R12,649.00",,"R12,649.00",,
2007,Partial cystectomy,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2008,Continent urinary diversion without cystectomy (e.g. Kocks Pouch),"R8,437.30",,"R10,841.90",,"R10,841.90",,
2009,"Radical total cystectomy with block dissection, ileal conduit and transplantation of ureters","R6,496.80",,"R8,348.40",,"R8,348.40",,
2010,Reversion of temporary conduit,"R5,062.40",,"R6,505.30",,"R6,505.30",,
2011,Partial cystectomy with uretero-neo-cystostomy,"R2,840.40",,"R3,650.40",,"R3,650.40",,
2012,Reversion of conduit with major urinary tract reconstruction,"R8,437.30",,"R10,841.90",,"R10,841.90",,
2013,Diverticulectomy (independent procedure): Multiple or single,"R2,109.20",,"R2,475.80",,"R2,475.80",,
2014,Closure of cystostomy (stand alone procedure),R0.00,,"R2,168.30",,"R2,168.30",,
2015,Suprapubic cystostomy,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2016,Abdomino-neo-urethrostomy,"R3,543.40",,"R4,553.60",,"R4,553.60",,
2017,Open loop fulguration or excision of bladder tumour,"R1,775.30",,"R1,825.10",,"R1,825.10",,
2019,Operation for vesico-vaginal or urethra-vaginal fistula,"R2,179.60",,"R2,801.20",,"R2,801.20",,
2020,Repair of vesico vaginal fistula: Abdominal approach,"R3,585.80",,"R4,607.60",,"R4,607.60",,
2021,Vesico-plication (Hamilton Stewart),"R2,074.00",,"R2,132.30",,"R2,132.30",,
2023,Vesico-urethropexy for correction or urinary incontinence: Abdominal approach,"R2,742.30",,"R3,523.50",,"R3,523.50",,
2025,Vesico-urethropexy with rectus sling,"R3,225.70",,"R4,145.40",,"R4,145.40",,
2027,Open operation for ureterocele: Unilateral,"R2,074.00",,"R2,132.30",,"R2,132.30",,
2029,Open operation for ureterocele: Bilateral,"R2,911.20",,"R3,740.80",,"R3,740.80",,
2031,Reconstruction of ectopic bladder exclusive of orthopaedic operation (if required): Initial,"R3,712.40",,"R4,770.60",,"R4,770.60",,
2033,Reconstruction of ectopic bladder exclusive of orthopaedic operation (if required): Subsequent,R931.80,,R957.80,,R957.80,,
2035,Cutaneous vesicostomy,"R2,074.00",,"R2,132.30",,"R2,132.30",,
2037,"Cystoplasty, cysto-urethraplasty, vesicolysis","R2,109.20",,"R2,276.90",,"R2,276.90",,
2039,Operation for ruptured bladder,"R2,109.20",,"R2,475.80",,"R2,475.80",,
2042,Enterocystoplasty plus bowel anastomosis,"R5,904.60",,"R7,587.80",,"R7,587.80",,
2043,Cysto-lithotomy,"R2,109.20",,"R2,385.30",,"R2,385.30",,
2045,Excision of patent-urachus or urachal cyst,"R1,968.90",,"R2,023.80",,"R2,023.80",,
2047,Drainage of perivesical or prevesical abscess,"R1,846.00",,"R1,897.30",,"R1,897.30",,
2049,Evacuation of clots from bladder: Other than post-operative,"R2,109.20",,"R2,386.90",,"R2,386.90",,
2050,Evacuation of clots from bladder: Post-operative,R0.00,,,,,,
2051,Simple bladder lavage: Including catheterisation,R211.20,,R216.70,,R216.70,,
2053,Bladder neck plasty: Male,"R2,109.20",,"R2,475.80",,"R2,475.80",,
2057,Bladder neck plasty: Female,"R2,109.20",,"R2,475.80",,"R2,475.80",,
2004,"Complete pelvic exenteration for malignancy; includes combinations of removal of bladder, urethral transplantation, with or without hysterectomy, abdominoperineal resection of rectum or colon, colostomy","R8,016.30",,"R16,009.50",,"R16,009.50",,
2034,"Appendico-vesicostomy, cutaneous","R3,999.00",,"R6,388.40",,"R6,388.40",,
2036,"Revision of urinary-cutaneous anastomasis, includes repair of fascial defect and hernia",,Refer Rule C,,Refer Rule C,,Refer Rule C,
10.4,Urethra,,,,,,,
2059,Open biopsy of urethra: Male,R790.80,,R813.60,,R813.60,,
2061,Open biopsy of urethra: Female,R790.80,,R813.60,,R813.60,,
2063,Dilatation of urethra stricture: By passage sound: Initial (male),R351.40,,R361.40,,R361.40,,
2065,Dilatation of urethra stricture: By passage sound: Subsequent (male),R175.60,,R180.30,,R180.30,,
2067,Dilatation of urethra stricture: By passage sound: By passage of filiform and follower (male),R351.40,,R361.40,,R361.40,,
2069,Dilatation of female urethra,R87.90,,R90.50,,R90.50,,
2071,Urethrorraphy: Suture of urethral wound or injury,"R2,109.20",,"R2,511.70",,"R2,511.70",,
2073,External urethrotomy: Pendulous urethra (anterior),"R1,177.90",,"R1,210.50",,"R1,210.50",,
2075,Urethraplasty: Pendulous urethra: First stage,"R1,247.90",,"R1,283.20",,"R1,283.20",,
2077,Urethraplasty: Pendulous urethra: Second stage,"R2,109.20",,"R2,620.60",,"R2,620.60",,
2079,Reconstruction of female urethra,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2081,Reconstruction or repair of male anterior urethra (one stage),"R3,678.60",,"R4,727.00",,"R4,727.00",,
2083,Reconstruction or repair of prostatic or membranous urethra: First stage,"R2,362.50",,"R3,035.90",,"R3,035.90",,
2085,Reconstruction or repair of prostatic or membranous urethra: Second stage,"R2,362.50",,"R3,035.90",,"R3,035.90",,
2086,Reconstruction or repair of prostatic or membranous urethra: If done in one stage,"R4,134.20",,"R5,312.70",,"R5,312.70",,
2087,Urethral diverticulectomy: Male or female,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2088,"Peri-urethral teflon injection: Male or female - fee as for cystoscopy (item 1949) plus 42,00 clinical procedure units","R1,511.60",,"R1,553.90",,"R1,553.90",,
2089,Marsupialisation of urethral diverticula: Male or female,"R2,023.30",,"R2,079.80",,"R2,079.80",,
2091,Total urethrectomy: Female,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2093,Total urethrectomy: Male,"R2,657.80",,"R3,415.30",,"R3,415.30",,
2095,Drainage of simple localised perineal urinary extravasation,"R2,109.20",,"R2,327.60",,"R2,327.60",,
2097,Drainage of extensive perineal and/or abdominal urinary extravasation,"R2,109.20",,"R2,475.80",,"R2,475.80",,
2099,Fulguration for urethral caruncle or polyp,R942.10,,R968.50,,R968.50,,
2101,Excision of urethral caruncle,R942.10,,R968.50,,R968.50,,
2103,Simple urethral meatotomy,R462.50,,R475.60,,R475.60,,
2105,Incision of deep peri-urethral abscess: Female,"R2,109.20",,"R2,224.30",,"R2,224.30",,
2107,Incision of deep peri-urethral abscess: Male,"R2,109.20",,"R2,224.30",,"R2,224.30",,
2108,Sling operation for male urinary incontinence (fascia or synthetic),R0.00,,"R3,053.30",,"R3,053.30",,
2109,Badenoch pull-through for intractable stricture or incontinence,"R2,545.10",,"R3,270.40",,"R3,270.40",,
2110,Removal/revision: Sling for male urinary incontinence (fascia or synthetic),R0.00,,"R2,168.30",,"R2,168.30",,
2111,External sphincterotomy,"R1,898.60",,"R1,951.70",,"R1,951.70",,
2112,"Insertion of inflatable sphincter, includes pump, reservoir and cuff",R0.00,,"R3,932.30",,"R3,932.30",,
2113,Drainage of Skene gland abscess or cyst,R743.40,,R764.40,,R764.40,,
2114,"Repair: Inflatable sphincter, includes pump, reservoir and cuff",R0.00,,"R2,574.60",,"R2,574.60",,
2115,Operation for correction of male urinary incontinence with or without introduction of prostheses (excluding cost of prostheses),"R2,362.50",,"R3,035.90",,"R3,035.90",,
2116,Urethral meatoplasty,"R1,783.80",,"R1,834.10",,"R1,834.10",,
2117,Closure of urethrostomy or urethro-cutaneous fistula (independent procedure),"R2,113.60",,"R2,715.80",,"R2,715.80",,
2118,"Removal: Inflatable sphincter, includes pump, reservoir and cuff",R0.00,,"R2,790.30",,"R2,790.30",,
2119,"Removal and replacement: Inflatable sphincter, includes pump, reservoir and cuff",R0.00,,"R2,232.20",,"R2,232.20",,
2120,"Removal and replacement: Inflatable sphincter, includes pump, reservoir and cuff, plus debridment of infected tissue",R0.00,,"R5,026.40",,"R5,026.40",,
2121,Closure of urethrovaginal fistula: Including diversionary procedures,"R2,657.80",,"R3,415.30",,"R3,415.30",,
2070,"Transvaginal urethrolysis, includes cystoscopy","R2,920.20",,"R4,665.10",,"R4,665.10",,
2104,Debridement of external genitalia and perineum (Fourniers gangrene),R262.90,,R336.20,,R336.20,,
2106,"Debridement of external genitalia, perineum and abdominal wall (Fourniers gangrene)",R262.90,,R336.20,,R336.20,,
11,Male Genital System,,,,,,,
11.1,Penis,,,,,,,
2123,Biopsy of penis (independent procedure),R915.60,,R941.50,,R941.50,,
2125,Destruction of condylomata/chemo- or cryotherapy: Limited number (see item 2317),R291.90,,R299.90,,R299.90,,
2127,Destruction of condylomata/chemo-or cryotherapy: Multiple extensive,R731.30,,R751.70,,R751.70,,
2129,Electrodesiccation: Limited number,R365.80,,R375.90,,R375.90,,
2131,Electrodesiccation: Multiple extensive,R731.30,,R751.70,,R751.70,,
2132,Ligation of abnormal venous drainage,"R1,864.80",,"R1,917.00",,"R1,917.00",,
2133,Circumcision: Clamp procedure,R743.40,,R764.40,,R764.40,,
2137,"Circumcision: Surgical excision other than by clamp or dorsal slit, any age","R1,054.90",,"R1,084.10",,"R1,084.10",,
2139,Circumcision: Dorsal slit of prepuce (independent procedure),R646.90,,R665.30,,R665.30,,
2141,Reconstructive operation of penis: Reconstructive operation for insertion of prostheses,"R1,775.30",,"R1,825.10",,"R1,825.10",,
2143,Reconstructive operation of penis: For straightening of chordee e.g. hypospadias with or without mobilisation of urethra,"R2,652.10",,"R3,407.90",,"R3,407.90",,
2145,Reconstructive operation of penis: For straightening of chordee with transplantation of prepuce,"R3,158.30",,"R4,058.60",,"R4,058.60",,
2147,"Reconstructive operation of penis: For injury: Including fracture of penis and skin graft, if required","R2,362.50",,"R3,035.90",,"R3,035.90",,
2149,Reconstructive operation of penis: For epispadias distal to the external sphincter,"R2,362.50",,"R3,035.90",,"R3,035.90",,
2153,Reconstructive operation for epispadias with incontinence,"R2,362.50",,"R3,035.90",,"R3,035.90",,
2154,Induction of artificial erection,R281.10,,R289.40,,R289.40,,
2155,Hypospadias: Urethral reconstruction,"R2,629.70",,"R3,379.20",,"R3,379.20",,
2157,Hypospadias: Subsequent procedures for repair of urethra: Total,"R1,476.60",,"R1,517.40",,"R1,517.40",,
2159,"Hypospadias: Urethraplasty: Complete, one stage for hypospadias","R4,218.10",,"R5,420.80",,"R5,420.80",,
2161,Total amputation of penis: Without gland dissection,"R2,952.80",,"R3,794.80",,"R3,794.80",,
2163,Total amputation of penis: With gland-dissection,"R4,725.10",,"R6,071.60",,"R6,071.60",,
2165,Partial amputation of penis: With gland-dissection,"R2,952.80",,"R3,794.80",,"R3,794.80",,
2167,Partial amputation of penis: Without gland-dissection,"R1,476.60",,"R1,517.40",,"R1,517.40",,
2169,Injection procedure for Peyronie's disease,R246.20,,R252.60,,R252.60,,
2171,Priapism operation: Irrigation of corpora cavernosa for priapism,R738.40,,R759.00,,R759.00,,
2173,Priapism operation: Shunt procedure: Any type,"R3,543.40",,"R4,553.60",,"R4,553.60",,
2174,Priapism operation: Stab shunt,"R2,011.20",,"R2,067.60",,"R2,067.60",,
2172,"Removal foreign body: Deep penile tissue (eg., plastic implant)",R586.60,,R749.20,,R749.20,,
2168,"Excision: Penile plaque (Peyronie disease), <= 5cm in length",,Refer Rule C,,Refer Rule C,,Refer Rule C,
2170,"Excision: Penile plaque (Peyronie disease), >5cm in length",,Refer Rule C,,Refer Rule C,,Refer Rule C,
11.2,Testis and epididymis,,,,,,,
0078,"When a testis biopsy is done combined with vasogram or seminal vesiculogram or epididymogram, add 50% of the units for the appropriate procedure",,,,,,,
2175,Testis biopsy: Needle (independent procedure),R325.40,,R334.40,,R334.40,,
2177,Testis biopsy: Incisional: Independent procedure: Unilateral,"R1,035.50",,"R1,064.50",,"R1,064.50",,
2179,Testis biopsy: Incisional: Independent procedure: Bilateral,"R1,035.50",,"R1,064.50",,"R1,064.50",,
2181,Epididymis biopsy: Needle,"R1,513.10",,"R1,555.90",,"R1,555.90",,
2183,Puncture aspiration hydrocele with or without injection of medication,R175.60,,R180.30,,R180.30,,
2184,Undescended testicle exploration (inguinal or scrotal access),"R2,109.20",,"R2,602.50",,"R2,602.50",,
2185," Maldescended testicle, orchiopexy (including herniotomy)","R2,109.20",,"R2,439.50",,"R2,439.50",,
2186,Undescended testicle exploration (abdominal access),"R2,829.20",,"R3,633.80",,"R3,633.80",,
2187,Operation for torsion appendix testis,"R2,095.40",,"R2,154.30",,"R2,154.30",,
2188,"Intra-abdominal testis, orchiopexy (abdominal access) (e.g. Fowler-Stephens)","R2,931.80",,"R3,765.60",,"R3,765.60",,
2189,Operation for torsion testis with fixation of contralateral testis,"R2,095.40",,"R2,154.30",,"R2,154.30",,
2191,Orchidectomy (total or subcapsular): Unilateral,"R1,722.70",,"R1,771.10",,"R1,771.10",,
2193,Orchidectomy (total or subcapsular): Bilateral,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2195,Radical operation for malignant testis: Excluding gland dissection,"R2,183.40",,"R2,805.90",,"R2,805.90",,
2197,Operation for hydrocele or spermatocele,"R1,754.00",,"R1,803.40",,"R1,803.40",,
2199,Varicocelectomy,"R1,864.80",,"R1,917.00",,"R1,917.00",,
2201,Abdominal ligation of spermatic vein for varicocele,"R1,982.80",,"R2,038.40",,"R2,038.40",,
2203,Epididymectomy: Unilateral,"R2,011.20",,"R2,067.60",,"R2,067.60",,
2205,Epididymectomy: Bilateral,"R2,225.00",,"R2,858.90",,"R2,858.90",,
2207,Vasectomy: Unilateral or bilateral (no extra fee to be charged if done in combination with prostatectomy),R982.60,,"R1,009.80",,"R1,009.80",,
2209,Vasotomy: Unilateral or bilateral,"R1,237.30",,"R1,272.20",,"R1,272.20",,
2210,"Vasogram, seminal vesiculogram: Unilateral","R1,021.10",,"R1,050.00",,"R1,050.00",,
2211,"Vasogram, seminal vesiculogram: Bilateral","R1,021.10",,"R1,050.00",,"R1,050.00",,
2212,Insertion of testicular prosthesis: Independent procedure (exclusive of cost of material),"R1,603.40",,"R1,648.00",,"R1,648.00",,
2213,Suture or repair of testicular injury,"R1,938.80",,"R1,992.90",,"R1,992.90",,
2215,Incision and drainage of testis or epididymis e.g. abscess or haematoma,"R1,582.20",,"R1,626.40",,"R1,626.40",,
2217,Excision of local lesion of testis or epididymis,"R1,595.90",,"R1,640.70",,"R1,640.70",,
2219,Vaso-vasostomy: Unilateral,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2221,Vaso-vasostomy: Bilateral,"R2,056.40",,"R2,114.40",,"R2,114.40",,
2223,Epididymo-vasostomy: Unilateral,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2225,Epididymo-vasostomy: Bilateral,"R2,056.40",,"R2,114.40",,"R2,114.40",,
2227,Incision and drainage of scrotal wall abscess,R750.90,,R771.50,,R771.50,,
2229,Excision of Mullerian duct cyst,"R2,657.80",,"R3,415.30",,"R3,415.30",,
2231,Excision of lesion of spermatic cord,"R1,476.60",,"R1,517.40",,"R1,517.40",,
2233,Seminal Vesiculectomy,"R3,093.40",,"R3,975.30",,"R3,975.30",,
2194,Laparoscopic orchiectomy (item 1807 may not be added to this item),"R3,120.70",,"R4,641.20",,"R4,641.20",,
2196,Laparoscopic orchiopexy: Intra-abdominal testis (item 1807 may not be added to this item),"R3,120.70",,"R4,641.20",,"R4,641.20",,
2198,Diagnostic laparoscopy (excluding aftercare) (male),"R1,785.20",,"R2,281.60",,"R2,281.60",,
2228,Removal of foreign body: Scrtoum,R378.20,,R483.40,,R483.40,,
2232,Excision: Retroperitoneal primary or secondary tumours,"R4,684.20",,"R9,355.00",,"R9,355.00",,
11.3,Prostate,,,,,,,
2235,"Biopsy prostate: Needle or punch, single or multiple, any approach",R409.30,,R421.00,,R421.00,,
2237,"Biopsy prostate: Incisional, any approach","R1,846.00",,"R1,897.30",,"R1,897.30",,
2239,Transurethral drainage of prostatic abscess,"R2,063.90",,"R2,121.60",,"R2,121.60",,
2241,Perineal drainage of prostatic abscess,"R1,353.70",,"R1,391.70",,"R1,391.70",,
2243,Trans-urethral cryo-surgical removal of prostate,"R2,109.20",,"R2,276.90",,"R2,276.90",,
2245,Trans-urethral resection of prostate,"R3,543.40",,"R4,553.60",,"R4,553.60",,
2247,Trans-urethral resection of residual prostatic tissue 90 days post-operative or longer,"R2,109.20",,"R2,276.90",,"R2,276.90",,
2249,Trans-urethral resection of post-operative bladder neck contracture,"R2,109.20",,"R2,276.90",,"R2,276.90",,
2250,"Laparoscopic prostatectomy: Retropubic, radical, including nerve sparing","R7,053.60",,"R9,064.50",,"R9,064.50",,
2251,Prostatectomy: Perineal: Sub-total,"R3,543.40",,"R4,553.60",,"R4,553.60",,
2253,Prostatectomy: Perineal: Radical,"R4,725.10",,"R6,071.60",,"R6,071.60",,
2254,Pelvic lymph adenectomy,"R2,460.60",,"R3,162.40",,"R3,162.40",,
2255,"Supra-pelvic, transversical","R3,543.40",,"R4,553.60",,"R4,553.60",,
2257,Retropubic: Sub-total,"R3,543.40",,"R4,553.60",,"R4,553.60",,
2259,Retropubic: Radical,"R4,725.10",,"R6,071.60",,"R6,071.60",,
2260,Prostate brachytherapy,"R3,234.10",,"R4,156.40",,"R4,156.40",,
