0149,"After-hours bona fide emergency consultation/visit (21:00-06:00 daily): ADD 25% of the fee for the appropriate consultation/visit item (only to be used with items 0190-0193, items 0173-0175, items 0161- 0164, items 0166-0169 or, items 0151-0153 or item 0113) and reflect this as a separate item 0149",R0.00,
0126,"For an UNSCHEDULED consultation/visit at the doctor's home or rooms: ADD only to the consultation/visit items 0190-0193, items 0161-0164 or items 0151-0153, as appropriate. Note: Only one of items 0145, 0146, 0126, or 0147 may be coded and not combinations thereof",,
I.e,Pre-anaesthetic assessment,,
0151,Pre-anaesthetic assessment: Pre-anaesthetic assessment of patient (all hours). Problem focused history and clinical examination and straightforward decision making for minor problem. Typically occupies the doctor face-to-face with the patient for between 10 and 20 minutes,,
0152,Pre-anaesthetic assessment: Pre-anaesthetic assessment of patient (all hours). Detailed history and clinical examination and straightforward decision making and counselling. Typically occupies the doctor face-to-face with the patient for between 20 and 35 minutes,,
0153,"Pre-anaesthetic assessment: Pre-anaesthetic assessment of patient or other consultative service. Consultation with detailed history, complete examination and moderate complex decision making and counselling. Typically occupies the doctor face-to-face for between 30 and 45 minutes",,
I.f,Prenatal visits and new born attendance,,
0107,"New born attendance: Exclusive attendance to baby at Caesarean section, normal delivery or visit in the ward (once per patient) (items 0109, 0111, 0113, 0145, 0146 and/or 0147 may not be added to item 0107)",,
,Item 0107 can be used once only for given confinement,,
0113,"New born attendance: Emergency attendance to newborn at all hours (once per patient) (items 0107, 0109, 0111, 0145, 0146 and/or 0147 may not be added to item 0113)",,
I.g,Consultative services: Miscellaneous,,
0130,"Telephone consultation for GPs and Specialists (all hours) via virtual platforms ( SMS, what apps  , video and voice calls etc). Applicable during the Covid 19 Pandemic ",,
0131,Subsequent injections or flu vaccinations as part of a planned series of injections for the same condition administered by medical doctors (refer to modifier 0017) (not to be coded together with any consultation item),R0.00,
0132,"Consulting service e.g. writing of repeat scripts or requesting routine preauthorization without the physical presence of the patient (needs not be face-to-face contact), via virtual platforms ( SMS, what apps  , video and voice calls etc). Applicable during the Covid 19 Pandemic",,
0133,Writing of special motivations for procedures and treatment without the physical presence of a patient (includes report on the clinical condition of a patient) requested by or on behalf of a third party funder or its agent,,
0137,"Patient and/or family education and/or guidance for a specific condition for 20 minutes, supported by the appropriate ICD-10 code(s). ICD-10 codes to be added for this service. This item may be added to a consultation if done in addition to the consultation (specific items from consultative services structure will be added in the wording of the description)",R0.00,
0138,"Patient and/or family education and/or guidance for a specific condition for 40 minutes, supported by the appropriate ICD-10 code(s). ICD-10 codes to be added for this service. This item may be added to a consultation if done in addition to the consultation (specific items from consultative services structure will be added in the wording of the description)",R0.00,
0139,"Patient and/or family education and/or guidance for a specific condition for 41 minutes and longer, supported by the appropriate ICD-10 code(s). ICD-10 codes to be added for this service. This item may be added to a consultation if done in addition to the consultation (specific items from consultative services structure will be added in the wording of the description)",R0.00,
0199,Completion of chronic medication forms by medical practitioners with or without the physical presence of the patient requested by or on behalf of a third party funder or its agent,,
II.,"Medicine, material, supplies and use of own equipment",,
II.a,Medicine codes,,
II.a.1,Dispensing of medicine by licensed dispensing medical practitioners,,
0197,"Licenced dispensing medical practitioners: Dispensing cost : As per legislated tariff. Add to each Nappi code to provide for the dispensing cost.
",,
II.a.2,Once-off administration of medicine used during a consultation,,
0198,"Once-off administration of medicines: This item provides for medicines used at a consultation, viz, once off administration of medicine, special medicine used in treatment, or emergency dispensing. Charge for medicine used according to the Single Exit Price (SEP) PLUS legislated tariff for dispensing fees.(Where applicable, VAT should be added to the dispensing fee only and not to the SEP, since the SEP is VAT inclusive). [According to Section 18(8) of the Medicines and Related Substances Act (Act 101 of 1965) compounding and dispensing does not refer to a medicine requiring preparation for a once-off administration to a patient during a consultation]. The appropriate Ethical Medicine Nappi code(s), selected from those codes commencing with 7, 8 or 9 (provided that it is not a reference code), should be added applicable to the medicine used. Please note: Refer to item 0201 for cost of  material used in treatment.
",,
II.a.3,Cost of chemotherapy drugs,,
0212,"Cost of chemotherapy drugs: This item provides for a charge for chemotherapy drugs used in treatment. Charge for chemotherapy drugs used in treatment at cost price PLUS 16% (with a maximum of R16,00). (Where applicable, VAT should be added to the above). The appropriate Ethical Medicine Nappi code(s), selected from those codes commencing with 7, 8 or 9 (provided that it is not a reference code), should be added applicable to the chemotherapy drugs used. ",,
0195,"Active treatment of cancer by licensed dispensing medical doctors: To be used for dispensed items where the practice is a licensed dispensing doctors practice. This code will be used for medicine, material and/or unregistered/unscheduled products that are dispensed, eg., hormonal and/or oral products used in the active treatment of cancer. The use of this item will assist in the correct benefit allocation for this treatment, subject to scheme rules and managed care requirements. The appropriate NAPPI code(s), where applicable, must be provided",,
II.b,Material codes,,
II.b.1,Prosthesis and/or internal fixation,,
II.b.2,Material used during a consultation,,
0201,"Cost of material in treatment: This item provides for a charge for material used in treatment. Charge for material at cost price PLUS 26% (up to a maximum of R26,00). (Where applicable, VAT should be added to the above). The appropriate Surgical and Material Nappi code(s), selected from those codes commencing with 4, 5, 6, where applicable, for the material used, must be provided.  Please note: Refer to item 0198 for once off administration of medicine.",,
II.c,Setting of sterile tray,,
0202,"Setting of sterile tray: A fee of 10,00 clinical procedure units may be charged for the setting of a sterile tray where a sterile procedure is performed in the rooms. Cost of stitching material, if applicable, shall be charged for according to item 0201, as appropriate",R192.80,
0194,Procurement cost for human donor material. No mark up is allowed, ,
II.d,Own equipment used in treatment,,
5930,Surgical laser apparatus: Hire fee for own equipment,"R2,105.00",
5932,Candella laser apparatus: Hire fee for own equipment (Rates by arrangement with the scheme concerned),,
II.e.2,Calculation of own equipment costs,,
5934,"Own equipment cost: Use the following formula to calculate equipment fees: Purchase price of the equipment PLUS maintenance cost DIVIDED by the number of examinations that can be done during the manufacturer's lifespan of the equipment PLUS Return on Investment (ROI%) (1) Cost of equipment + maintenance cost over the lifespan of the equipment based on manufacturer's information (2) Divide by utilisation of the equipment over the manufacturers lifespan information (events in this period) (3) + % Return on Investment = Cost per event. Specify equipment used and reflect modifier in a separate line from procedure performed but directly underneath the code for the procedure. Equipment already in use, must be calculated on the original figures.",R0.00,
III.,PROCEDURES,,
6999,Unlisted procedure/service: A procedure/service may be provided that is not listed in this edition of the coding structure. Refer to General Rule C for the criteria to use item 6999,,
,GENERAL MODIFIERS GOVERNING THIS SECTION,,
0011,"Emergency procedures: Any bona fide, justifiable emergency procedure (all hours) undertaken in an operating theatre and/or in another setting in lieu of an operating theatre, will attract an additional 12,00 clinical procedure units per half-hour or part thereof of the operating time for all members of the surgical team. Modifier 0011 does not apply in respect of patients on scheduled lists. (Definition: A medical emergency is any condition where death or irreparable harm to the patient will result if there are undue delays in receiving appropriate medical treatment)",,
0013,"Endoscopic examinations done at operations: Where a related endoscopic examination is done at an operation by the operating surgeon or the attending anaesthesiologist, only 50% of the fee for the endoscopic examination may be charged",,
0014,"Operations previously performed by other surgeons: a) Use modifier 0014(a) for information only as an indicator that the operation was previously performed by another surgeon. b) Where an operation is performed which has been previously performed by another surgeon, e.g. a revision or repeat operation, the units shall be calculated according to the units for the full operation plus an additional units to be negotiated under general Rule J: In exceptional cases where the units is disproportionately low in relation to actual service rendered, except where already specified in the structure.",,
,MODIFIERS GOVERNING SECTION 1,,
0015,"Intravenous infusions: Where intravenous infusions (including blood and blood cellular products) are administered as part of the after-treatment after the operation or confinement, no extra fees shall be charged as this is included in the global operative or maternity fees.  Should the practitioner doing the operation or attending to the maternity case prefer to ask another practitioner to perform post-operative or post-confinement intravenous infusions, then the practitioner himself (and not the patient) shall be responsible for remunerating such practitioner for the infusions",,
0017,"Injections or flu vaccinations administered by the medical doctor: When desensitisation, intravenous, intramuscular or subcutaneous injections or flu vaccinations are administered by the medical doctor him-/herself to patients who attend the consulting rooms, a first injection forms part of the consultation/visit and only all subsequent injections as part of a planned series of injection for the same condition should be charged according to item 0131 (not chargeable together with a consultation item)",R304.60,
1,General,,
1.1,"Injections, Infusions and Inhalation Sedation Treatment",,
0203,Inhalation sedation: Use of analgesic nitrous oxide for alcohol and other withdrawal states: First quarter-hour or part thereof,R150.90,
0204,Inhalation sedation: Per additional quarter-hour or part thereof,R75.30,
0205,Intravenous treatment: Intravenous infusions (cut-down or push-in) (patients under three years): Cut-down and/or insertion of cannula - chargeable once per 24 hours,R301.20,
0206,Intravenous treatment: Intravenous infusions (push-in) (patients over three years): Insertion of cannula - chargeable once per 24 hours,R150.90,
0207,Intravenous treatment: Intravenous infusions (cut-down) (patients over three years): Cut-down and insertion of cannula - chargeable once per 24 hours,R200.70,
0208,Venesection: Therapeutic venesection (Not to be used when blood is drawn for the purpose of laboratory investigations),R150.90,
0209,Umbilical artery cannulation at birth,R451.80,
0210,"Collection of blood/pap smear specimen(s) by medical practitioner for pathology examination, per venesection/sample (not to be used by pathologists)",R81.70,
0211,Exchange transfusion: First and subsequent (including after-care),"R2,008.50",
,"Note: HOW TO CHARGE FOR INTRAVENOUS INFUSIONS:
Practitioners are entitled to charge according to the appropriate item whenever they personally insert the cannula (but may only charge for this service once every 24 hours).  For managing the infusion as such, e.g. checking it when visiting the patient or prescribing the substance, no fee may be charged since this service is regarded as part of the services the doctor renders during consultations (not applicable to item 0205)",,
1.2,Chemotherapy treatment (not in chemotherapy facilities),,
0213,Treatment with cytostatic agents: Administering of Chemotherapy: Intramuscular or subcutaneous: Per injection. For use by providers who do not make use of recognised chemotherapy facilities and/or who are not primarily responsible for managing the chemotherapy treatment,R96.60,
0214,Intravenous treatment with cytostatic agents: Administering of Chemotherapy: Intravenous bolus technique: Per injection. For use by providers who do not make use of recognised chemotherapy facilities and/or who are not primarily responsible for managing the chemotherapy treatment,R173.80,
0215,Intravenous treatment with cytostatic agents: Administering of Chemotherapy: Intravenous infusion technique: Per injection. For use by providers who do not make use of recognised chemotherapy facilities and/or who are not primarily responsible for managing the chemotherapy treatment,R270.10,
1.3,Oncology related services in non-oncology facilties,,
5780,Interstitial implants: Placing of guide tubes for interstitial implants under local or general anaesthetic. The cost of materials is not included,"R7,624.60",z
5781,Intracavitary applications:  Placing of guide tubes under local or general anaesthetic for manual or remote afterloading brachytherapy. The cost of materials is not included,"R5,067.10",z
5782,"Isotope Therapy: Administration of low dose surface applicators, up to five applications. Typically an out patient procedure. The cost of materials is not included","R1,502.80",z
5783,Infusional pharmacotherapy: Fee for the treatment of non cancerous conditions with bolus or infusional pharmacotherapy per treatment day (consultations to be charged separately),R823.60,z
,MODIFIERS GOVERNING THE ADMINISTRATION OF ANAESTHETICS FOR ALL PROCEDURES AND OPERATIONS,,
0020,"Conscious sedation: Any case that is conducted outside of a hospital theatre shall be coded with the relevant procedure code. To identify these cases, the above modifier should be used to indicate to the medical  scheme that there will be no hospital/theatre account.",,
0021,"Determination of anaesthetic fees: (a) Anaesthetic fees are determined by obtaining the sum of the basic anaesthetic units (allocated to each procedure that might be performed under anaesthetic as indicated in the ""Anaesthetic Performed"" column [refer to modifier 0027 for more than one procedure under the same anaesthetic]) plus the time units (calculated according to the formula in Modifier 0023) and the appropriate modifers (see modifiers 0026 and 0037-0044). (b) In cases of operative procedures on the musculoskeletal system, open fractures and open reduction of fractures or dislocations add units as laid down by Modifiers 5441 to 5448. c) The appropriate physical status modifier (refer to modifiers 5431-5436) should also be added.",,
0023,"The basic anaesthetic units are laid down in the tariff and are reflected in the anaesthetic column. These basic anaesthetic units reflect the additional anaesthetic risk, the technical skill required of the anaesthesiologist/anaesthetist and the scope of the surgical procedure, but exclude the value of the actual time spent administering the anaesthetic. The time units (indicated by “T”) will be added to the listed basic anaesthetic units in all cases on the following basis: Anaesthetic time: The remuneration for anaesthetic time shall be per 15 minute period or part thereof, calculated from the commencement of the anaesthetic, i.e. 2,00 anaesthetic units per 15 minute period or part thereof, provided that should the duration of the anaesthetic be longer than one (1) hour the number of units shall, after one (1) hour, be 3,00 anaesthetic units per 15 minute period or part thereof.",,
0024,"Pre-operative assessments not followed by procedures: If a pre-operative assessment of a patient by the anaesthesiologist/anaesthetist is not followed by an operation, it will be regarded as a visit at hospital or nursing home and the appropriate hospital visit item should be charged.",,
0025,"Calculation of anaesthetic time:  Anaesthetic time is calculated from the time the anaesthesiologist/anaesthetist begins to prepare the patient for the induction of anaesthesia in the operating theatre or in a similar equivalent area and ends when the anaesthesiologist/anaesthetist is no longer required to give his/her personal professional attention to the patient, i.e. when the patient may, with reasonable safety, be placed under the customary post-operative supervision.  Where prolonged personal professional attention is necessary for the well-being and safety of such patient, the necessary time will be valued on the same basis as indicated above for the anaesthetic time.  The anaesthesiologist/anaesthetist must show on his/her account the exact anaesthetic time, including the supervision time spent with the patient.",,
0026,One lung ventilation: Utilisation of one lung ventilation: Add 3.00 anaesthetic units ,,
0027,"More than one procedure under the same anaesthetic: Where more than one operation is performed under the same anaesthetic, the basic anaesthetic units will be that of the operation/ procedure with the highest number of anaesthetic units",,
0028,Indicator for use of low flow anaesthetic technique less than 1litre/minute: Fresh gas flow of less than 1 litre/minute. No additional fee to be charged.,,
0029,"Assistant anaesthesiologists: When rendered necessary by the scope of the anaesthetic, an assistant anaesthesiologist may be employed. The remuneration of the assistant anaesthesiologist shall be calculated on the same basis as in the case where a general practitioner administers the anaesthetic",,
0030,Indicator for use of low flow anaesthetic technique 1-2 litre/minute: Fresh gas flow of 1 to 2 litre/minute. No additional fee to be charged.,,
0031,"Intravenous drips and transfusions: Treatment with intravenous drips and transfusions is considered part of the normal treatment in administering an anaesthetic. No additional fees may be charged for such services when rendered either prior to, or during actual theatre or operating time",,
0032,"Any procedure performed in any position other than lithotomy or supine has a basic minimum value of 5.00 anaesthetic units. When the basic anaesthetic units for the procedure is 3.00 units, two extra anaesthetic units should be added. If the basic anaesthetic units is 5.00 units or more, no extra units should be added.",,
0033,"Participating in general care of patients: When an anaesthesiologist/anaesthetist is required to participate in the general care of a patient during a surgical procedure, but does not administer the anaesthetic, such services may be remunerated at full anaesthetic rate, subject to the provisos of modifier 0035: Anaesthetic administered by an anaesthesiologist/anaesthetist. and modifier 0036: Anaesthetic administered by general practitioners.",,
0034,"Head, neck and shoulder girdle procedures: All anaesthetic administered for diagnostic, surgical or x-ray procedures on the head, neck and shoulder girdle shall have a minimum of 5.00 anaesthetic units. When the basic anaesthetic units for the procedure is 3.00, two extra anaesthetic units should be added, for example, if the basic anaesthetic units for the procedure is 4.00, one extra anaesthetic unit should be added. If the basic anaesthetic units for the procedure is 5.00 or more, no extra units should be added.",,
0035,"Anaesthetic administered by an anaesthesiologist/anaesthetist: No anaesthetic administered shall have a total value of less than 7,00 anaesthetic units (basic units, time units plus appropriate modifiers).",,
0036,"Anaesthetic administered by general practitioners: (a) Anaesthesia administered lasting one hour or less: The units (basic units plus time plus the appropriate modifiers) used to calculate the units for an anaesthesia administered by a general practitioner lasting one hour or less, shall be the same as that for a specialist anaesthesiologist. No anaesthesia performed should be less than 7.00 anaesthetic units (see modifier 0035). (b) Anaesthesia lasting more than one hour, the units used to calculate the units for an anaesthesia administered by a general practitioner will be 4/5 (80%) of the total number of units (basic units plus time plus the appropriate modifiers) applicable to the specialist anaesthesiologist. The calculated anaesthetic units shall not be less than 11.00 anaesthetic units. ",,
0037,"Body hypothermia: Utilisation of total body hypothermia: Add 3,00 anaesthetic units",,
0038,"Peri-operative blood salvage: Add 4,00 anaesthetic units for intra-operative blood salvage and 4,00 anaesthetic units for post-operative blood salvage",,
0039,"Control of blood pressure: Deliberate control of the blood pressure: All cases up to one hour: Add 3,00 anaesthetic units, thereafter add 1,00 (one) additional anaesthetic unit per quarter hour or part thereof",,
0040,"Phaeochromocytoma: The basic anaesthetic units for procedures performed for phaeochromocytoma shall be 15,00 anaesthetic units",,
0041,"Hyperbaric pressurisation: Utilisation of hyperbaric pressurisation: Add 3,00 anaesthetic units",,
0042,"Extracorporeal circulation: Utilisation of extracorporeal circulation: Add 3,00 anaesthetic units",,
0043,"Anaesthesia for patients under one year of age or over 70 years of age: For all cases where the patient is under one year of age or over 70 years of age – 3,00 anaesthetic units to be added",,
0044,"Neonates (i.e. up to and including 28 days after birth): 3,00 anaesthetic units to be added to the basic anaesthetic units for the particular procedure. This modifier is charged in addition to Modifier 0043: Cases under one year of age, if appropriate",,
0100,"Intra-aortic balloon pump: Where an anaesthesiologist would be responsible for operating an intra-aortic balloon pump, a fee of 75,00 clinical procedure units is applicable.",,
,"Modifiers 5441 to 5448

Modification of the anaesthetic fee in cases of operative procedures on the musculo-skeletal system, open fractures and open reduction of fractures and dislocations is governed by adding units indicated by modifiers 5441 to 5448. (The letter ""M"" is annotated next to the number of units of the appropriate items, for facilitating identification of the relevant items)",,
5441,"Add one (1,00) anaesthetic unit, except where the procedure refers to the bones named in Modifiers 5442 to 5448",,
5442,"Shoulder, scapula, clavicle, humerus, elbow joint, upper 1/3 tibia, knee joint, patella, mandible and tempero-mandibular joint: Add two (2,00) anaesthetic units",,
5443,"Maxillary and orbital bones: Add three (3,00) anaesthetic units",,
5444,"Shaft of femur: Add four (4,00) anaesthetic units",,
5445,"Spine (except coccyx), pelvis, hip, neck of femur: Add five (5,00) anaesthetic units",,
5448,"Sternum and/or ribs and musculo-skeletal procedures which involve an intra-thoracic approach: Add eight (8,00) anaesthetic units",,
5433,"Physical status modifier: A patient with sever systemic disease, ASA 3: Add 1.00 anaesthetic unit",,
5434,"Physical status modifier: A patient with sever systemic disease that is a constant threat to life, ASA 4: Add 2.00 anaesthetic units",,
5435,"Physical status modifier: A moribund patient who is not expected to survivie without an operation, ASA 5: Add 3.00 anaesthetic units ",,
,POST-OPERATIVE ALLEVIATION OF PAIN,,
0045,"Post-operative alleviation of pain:

(a) When a regional or nerve block procedure is performed in theatre for post-operative pain relief, the appropriate procedure item (items 2799 - 2804) will be charged provided that it was not the primary anaesthetic technique

(b) When a regional or nerve block procedure is performed in the ward or nursing facility, the appropriate procedure items (items 2799 - 2804) will be charged, provided that it was not the primary anaesthetic technique.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 (c) When a second medical practitioner has administered the regional or nerve block for post-operative alleviation of pain in the ward or nursing facility, it shall be charged according to the particular procedure for instituting therapy. Revisits shall be charged according to the appropriate hospital follow-up visit to patient in ward or nursing facility.

(d) None of the above is applicable for routine post-operative pain management i.e. intramuscular, intravenous or subcutaneous administration of opiates or NSAID (non-steroidal anti-inflammatory drug)",,
2,Integumentary System,,
2.1,Allergy,,
0217,Allergy: Patch tests: First patch,R100.70,
0218,"Allergy: Skin-prick tests: Skin-prick testing: Insect venom, latex and drugs",R70.40,
0219,Allergy: Patch tests: Each additional patch,R50.00,
0220,Allergy: Skin-prick tests: Immediate hypersensitivity testing (Type I reaction): Per antigen: Inhalant and food allergens,R47.80,
0221,Allergy: Skin-prick tests: Delayed hypersensitivity testing (Type IV reaction): Per antigen,R70.40,
2.2,Skin (general),,
0222,Intralesional injection into areas of pathology e.g. Keloid: Single,R330.20,
0223,Intralesional injection into areas of pathology e.g. Keloids: Multiple,R403.60,
0225,Epilation: Per session,R154.30,
0227,"Special treatment of severe acne cases, including draining of cysts, expressing of cleaning of Comedones and/or steaming, abrasive cleaning of skin and UVR per session",R154.30,
0228,PUVA Treatment: Maximum of 21 treatments,R386.40,
0229,PUVA: Follow-up or maintenance therapy once a week,R386.40,
0230,UVR-Treatment,R386.40,
0231,UVR-Follow-up - for use of ultraviolet lamp (applied personally by the dermatologist). No charge to be levied if a nurse or physiotherapist applies the ultraviolet lamp,R106.10,
0232,Biopsy of superficial soft tissue: Back or flank,"R1,189.60",
0233,Biopsy without suturing: First lesion,R150.90,
0234,Biopsy without suturing: Subsequent lesions (each),R75.30,
0235,Biopsy without suturing: Maximum for multiple additional lesions,R451.80,
0236,Biopsy of superficial soft tissue: Shoulder area,"R1,232.10",
0237,Deep skin biopsy by surgical incision with local anaesthetic and suturing,R231.80,
0238,Biopsy of superficial soft tissue: Upper arm or elbow area,"R1,232.10",
0239,Biopsy of superficial soft tissue: Forearm and/or wrist,"R1,217.10",
0240,Biopsy of superficial soft tissue: Leg or ankle area,"R1,212.00",
0241,Treatment of benign skin lesion by chemo-cryotherapy: First Lesion,R115.90,
0242,Treatment of benign skin lesion by chemo-cryotherapy: Subsequent lesions (each),R57.80,
0243,Treatment of benign skin lesion by chemo-cryotherapy: Maximum for multiple additional lesions,R811.10,
0244,Repair of nail bed,R579.20,
0245,Removal of benign lesion by curretting under local or general anaesthesia followed by diathermy and curretting or electrocautery: First lesion,R270.10,
0246,Removal of benign lesion by curretting under local or general anaesthesia followed by diathermy and curretting or electrocautery: Subsequent lesions (each),R135.30,
0247,Biopsy of superficial soft tissue: Pelvis and hip area,"R1,125.30",
0248,Biopsy of superficial soft tissue: Thigh or knee area,"R1,009.80",
0251,Removal of malignant lesions by curretting under local or general anaesthesia followed by electrocautery: First lesion,R579.20,
0252,Removal of malignant lesions by curretting under local or general anaesthesia followed by electrocautery: Subsequent lesions (each),R289.70,
0255,"Drainage of subcutaneous abscess onychia, paronychia, pulp space or avulsion of nail",R386.40,
0257,"Drainage of major hand or foot infection: Drainage of major abscess with necrosis of tissue, involving deep fascia or requiring debridement; complete excision of pilonidal cyst or sinus","R1,679.70",
0259,Removal of foreign body superficial to deep fascia (except hands),R386.40,
0261,Removal of foreign body deep to deep fascia (except hands),R598.50,
0262,Excision tumour of subcutaneous soft tissue: Neck or anterior thorax; less than 3 cm,"R1,739.30",
0263,Excision tumour of subcutaneous soft tissue: Shoulder area; less than 3 cm,"R1,625.50",
0264,Excision tumour of subcutaneous soft tissue: Upper arm or elbow area; less than 3 cm,"R1,824.40",
0265,Excision tumour of subcutaneous soft tissue: Forearm and/or wrist area; less than 3 cm,"R1,828.10",
0266,"Excision tumour or vascular malformation of subcutaneous soft tissue: Hand or finger; less than 1,5 cm","R1,916.70",
0267,Excision tumour of subcutaneous soft tissue: Pelvis and hip area; less than 3 cm,"R2,154.50",
0268,Excision tumour of subcutaneous soft tissue: Thigh or knee area; less than 3 cm,"R1,777.80",
0269,Excision tumour of subcutaneous soft tissue: Leg or ankle area; less than 3 cm,"R1,787.10",
0270,"Excision tumour of subcutaneous soft tissue: Foot or toe; less than 1,5 cm","R1,511.40",
0271,Kurtin planing for acne scarring: Whole face,"R3,977.70",
0273,Kurtin planing for acne scarring: Extensive,"R1,351.80",
0275,Kurtin planing for acne scarring: Limited,R579.20,
0277,Kurtin planing for acne scarring: Subsequent planing of whole face within 12 months,"R1,988.80",
0278,"Mohs micrographic surgery: Includes removal of all gross tumour, surgical excision of tissue specimens, mapping, colour coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (e.g. haematoxylin and eosin, toluidine blue): Each additional block after the first 5 tissue blocks, any stage",R307.00,
0279,Surgical treatment for axillary hyperhidrosis,"R1,236.10",
0280,Laser treatment for small skin lesions: First lesion,R270.10,
0281,Laser treatment for small skin lesions: Subsequent lesions (each),R135.30,
0282,Laser treatment for small skin lesions: Maximum for multiple additional lesions,"R1,081.40",
0283,Laser treatment for large skin lesions: Limited area,R579.20,
0284,Laser treatment for large skin lesions: Extensive area,"R1,351.80",
0285,Laser treatment for large skin lesions: Whole face or other areas of equivalent size or larger,"R3,977.70",
0286,Photo-dynamic therapy for malignant skin lesions: Equipment fee for PDT lamp,"R1,093.30",
0287,Scanning of pigmented skin lesions: Equipment fee for Molemax or similar device,R839.00,
0258,"Incision/removal of foreign body: Subcutaneous tissue, simple",R599.10,
0260,"Incision/removal of foreign body: Subcutaneous tissue, complicated",R598.50,
2.3,Major plastic repair,,
0289,"Large skin grafts, composite skin grafts, large full thickness free skin grafts","R4,518.40",
0290,Reconstructive procedures (including all stages) and skin graft by myo-cutaneous or fascio-cutaneous flap,"R7,916.90",
0291,Reconstructive procedures (including all stages) grafting by micro-vascular re-anastomosis,"R15,448.10",
0292,Distant flaps: First stage,"R3,977.70",
0293,Contour grafts (excluding cost of material),"R3,977.70",
0294,Vascularised bone graft with or without soft tissue with one or more sets of micro-vascular anastomoses,"R23,171.50",
0295,"Local skin flaps (large, complicated)","R3,977.70",
0296,Other procedures of major technical nature,"R3,977.70",
0297,Subsequent major procedures for repair of same lesion,"R2,008.30",
0298,Lower abdominal dermo-lipectomy,"R3,282.80",
0299,Major abdominal lipectomy with repositioning of umbilicus,"R5,310.50",
0288,"Harvesting of graft: Fascia lata graft, complex or sheet","R2,460.00",
2.4,"Lacerations, scars, tumours, cysts and other skin lesions",,
0300,Stitching of soft-tissue injuries: Stitching of wound (with or without local anaesthesia): Including normal after-care),R270.10,
0301,Stitching of soft-tissue injuries: Additional wounds stitched at same session (each),R135.30,
0302,Stitching of soft-tissue injuries: Deep laceration involving limited muscle damage,"R1,236.10",
0303,Stitching of soft-tissue injuries: Deep laceration involving extensive muscle damage,"R2,471.50",
0304,"Major debridement of wound, sloughectomy or secondary suture",R965.70,
0305,Needle biopsy - soft tissue,R482.70,
0307,Excision and repair by direct suture; excision nail fold or other minor procedures of similar magnitude,R521.50,
0308,Each additional small procedure done at the same time,R270.10,
0310,Radical excision of nailbed,R734.00,
0311,Excision of large benign tumour (more than 5 cm),"R1,061.70",
0313,Extensive resection for malignant soft tissue tumour including muscle,"R5,482.40",
0314,Requiring repair by large skin graft or large local flap or other procedures of similar magnitude,"R2,008.30",
0315,Requiring repair by small skin graft or small local flap or other procedures of similar magnitude,"R1,061.70",
4830,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; <= 20 square cm,R268.70,
4831,Debridement of subcutaneous tissue: INCLUDES epidermis and dermis; ADD for every additional 20 square cm or part thereof,R102.40,
4832,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; <= 20 square cm",R694.70,
4833,"Debridement of muscle and/or fascia: INCLUDES epidermis, dermis and subcutaneous tissue; ADD for every additional 20 square cm or part thereof",R216.20,
4834,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; <= 20 square cm","R1,206.60",
4835,"Debridement, bone: INCLUDES epidermis, dermis, subcutaneous tissue, muscle and/or fascia; ADD for every additional 20 square cm or part thereof",R376.40,
4880,Biopsy soft tissue: Neck or thorax,R895.40,
4881,Biopsy of soft tissue: Deep: Back or flank,"R1,938.10",
4882,Biopsy of soft tissue: Deep: Shoulder area,"R2,269.70",
4883,Biopsy of soft tissue: Deep (subfascial or intramuscular): Upper arm or elbow area,"R2,269.70",
4884,Biopsy of soft tissue: Deep (subfascial or intramuscular): Forearm and/or wrist,"R2,057.80",
4885,Biopsy of soft tissue: Deep (subfascial or intramuscular): Thigh or knee area,"R2,179.40",
4886,Biopsy of soft tissue: Deep (subfascial or intramuscular): Leg or ankle area,"R2,306.80",
4887,Biopsy of soft tissue: Deep (subfascial or intramuscular): Pelvis and hip area,"R3,816.50",
0306,"Excision subcutaneous mass <2cm: Head and neck, eg., lipoma, cyst","R1,061.70",
0309,"Excision subcutaneous mass >2cm: Head and neck, eg., lipoma, cyst","R2,008.30",
0312,"Excision subcutaneous mass>2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst","R2,008.30",
0318,"Excision subcutaneous mass <2cm involving muscle/subgaleal: Head and neck, eg., lipoma, cyst","R1,967.60",
4840,"Excision malignant lesion, including margins: Trunk/arms/legs <=0.5 cm",R579.20,
4841,"Excision malignant lesion, including margins: Trunk/arms/legs 0.6-1.0 cm",R579.20,
4842,"Excision malignant lesion, including margins: Trunk/arms/legs 1.1-2.0 cm",R869.10,
4843,"Excision malignant lesion, including margins: Trunk/arms/legs 2.1-3.0 cm","R1,158.60",
4844,"Excision malignant lesion, including margins: Trunk/arms/legs 3.1-4.0 cm","R1,448.20",
4845,"Excision malignant lesion, including margins: Trunk/arms/legs >4.0 cm","R1,737.90",
4848,"Excision malignant lesion, including margins: Face/ears/eyelids/nose/lips/mucous membrane <=0.5 cm",R579.20,
